bill_length_mm,bill_depth_mm,Adelie,Gentoo,Chinstrap
5.169375000000000142e+01,1.898000000000002530e+01,1.756710921443944626e-02,1.210731620269300257e-01,8.613597287586306495e-01
5.203750000000000142e+01,1.898000000000002530e+01,1.654544828450117341e-02,1.426025076468890873e-01,8.408520440686096942e-01
5.238125000000000142e+01,1.898000000000002530e+01,1.565286597961845078e-02,1.696512028131207106e-01,8.146959312072609150e-01
5.272500000000000142e+01,1.898000000000002530e+01,1.482585882646906758e-02,2.033095456962253356e-01,7.818645954773055795e-01
5.306875000000000142e+01,1.898000000000002530e+01,1.400780558046856895e-02,2.445848918224560464e-01,7.414073025970754349e-01
5.341250000000000142e+01,1.898000000000002530e+01,1.315002761183715722e-02,2.941525892580805213e-01,6.926973831300823337e-01
5.375625000000000142e+01,1.898000000000002530e+01,1.221586035724963985e-02,3.520225321405578423e-01,6.357616075021924607e-01
5.410000000000000142e+01,1.898000000000002530e+01,1.118670485724043359e-02,4.172053330650105640e-01,5.716079620777489989e-01
5.444375000000000142e+01,1.898000000000002530e+01,1.006742798781121509e-02,4.875379954369019053e-01,5.023945765752868553e-01
5.478750000000000142e+01,1.898000000000002530e+01,8.887405972195262793e-03,5.598408542767905338e-01,4.312717397510141826e-01
5.513125000000000142e+01,1.898000000000002530e+01,7.694600225295060610e-03,6.304566615438027544e-01,3.618487382309021894e-01
5.547500000000000142e+01,1.898000000000002530e+01,6.543643459514731850e-03,6.960049042528468899e-01,2.974514522876383071e-01
5.581875000000000142e+01,1.898000000000002530e+01,5.482630254982838285e-03,7.540358751703291063e-01,2.404814945746879817e-01
5.616250000000000142e+01,1.898000000000002530e+01,4.543954579600406087e-03,8.033303003079751425e-01,1.921257451124244731e-01
5.650625000000000142e+01,1.898000000000002530e+01,3.741687417976151137e-03,8.438072728435230818e-01,1.524510397385006877e-01
5.685000000000000142e+01,1.898000000000002530e+01,3.074360662020516471e-03,8.761898108011102471e-01,1.207358285368692885e-01
5.719375000000000142e+01,1.898000000000002530e+01,2.530244553929656554e-03,9.016208377073493541e-01,9.584891773872107612e-02
5.753750000000000142e+01,1.898000000000002530e+01,2.092566052500921276e-03,9.213562067302927261e-01,7.655122721720625245e-02
5.788125000000000142e+01,1.898000000000002530e+01,1.743380817127539346e-03,9.365742212804765154e-01,6.168239790239597731e-02
5.822500000000000142e+01,1.898000000000002530e+01,1.465886940223581078e-03,9.482859018577043386e-01,5.024821120207208225e-02
5.856875000000000142e+01,1.898000000000002530e+01,1.245504159204662183e-03,9.573119597170022255e-01,4.144253612379313056e-02
5.891250000000000142e+01,1.898000000000002530e+01,1.070161357309882015e-03,9.642955056636177691e-01,3.463433297907229924e-02
5.925625000000000142e+01,1.898000000000002530e+01,9.301582683634829598e-04,9.697294069874000666e-01,2.934043474423655637e-02
3.210000000000000142e+01,1.908500000000002217e+01,9.924121957554854490e-01,2.170481619451391803e-03,5.417322625063285442e-03
3.244375000000000142e+01,1.908500000000002217e+01,9.923965111349207779e-01,2.174337403754333063e-03,5.429151461324795321e-03
3.278750000000000142e+01,1.908500000000002217e+01,9.923779617456043312e-01,2.178873422541497892e-03,5.443164831854124114e-03
3.313125000000000142e+01,1.908500000000002217e+01,9.923560123353060147e-01,2.184212125547396310e-03,5.459775539146632765e-03
3.347500000000000142e+01,1.908500000000002217e+01,9.923300239288360691e-01,2.190498707585958934e-03,5.479477363578032223e-03
3.381875000000000142e+01,1.908500000000002217e+01,9.922992324551361820e-01,2.197905558594697405e-03,5.502861986269183894e-03
3.416250000000000142e+01,1.908500000000002217e+01,9.922627225092768288e-01,2.206637661193716973e-03,5.530639829529459400e-03
3.450625000000000142e+01,1.908500000000002217e+01,9.922193949733599805e-01,2.216939164193556123e-03,5.563665862446632096e-03
3.485000000000000142e+01,1.908500000000002217e+01,9.921679268259192552e-01,2.229101424565190122e-03,5.602971749515478321e-03
3.519375000000000142e+01,1.908500000000002217e+01,9.921067209330052261e-01,2.243472895293391334e-03,5.649806171701577708e-03
3.553750000000000142e+01,1.908500000000002217e+01,9.920338428779494899e-01,2.260471349885347266e-03,5.705685772165203576e-03
3.588125000000000142e+01,1.908500000000002217e+01,9.919469408672632049e-01,2.280599086745786677e-03,5.772460045990926436e-03
3.622500000000000142e+01,1.908500000000002217e+01,9.918431433251370111e-01,2.304461963113742674e-03,5.852394711749251029e-03
3.656875000000000142e+01,1.908500000000002217e+01,9.917189267790939011e-01,2.332793389895925114e-03,5.948279831010217997e-03
3.691250000000000142e+01,1.908500000000002217e+01,9.915699437779367242e-01,2.366484805456622702e-03,6.063571416606547242e-03
3.725625000000000142e+01,1.908500000000002217e+01,9.913907964713011278e-01,2.406624680816881173e-03,6.202578847881948937e-03
3.760000000000000142e+01,1.908500000000002217e+01,9.911747355153964767e-01,2.454548851536645423e-03,6.370715633067011892e-03
3.794375000000000142e+01,1.908500000000002217e+01,9.909132552342433398e-01,2.511906009628773421e-03,6.574838756127763216e-03
3.828750000000000142e+01,1.908500000000002217e+01,9.905955430505445358e-01,2.580743646213571295e-03,6.823713303241810482e-03
3.863125000000000142e+01,1.908500000000002217e+01,9.902077219240944528e-01,2.663621788875877514e-03,7.128656287029845780e-03
3.897500000000000142e+01,1.908500000000002217e+01,9.897317955002963297e-01,2.763764776403243497e-03,7.504439723300460226e-03
3.931875000000000142e+01,1.908500000000002217e+01,9.891441615567266865e-01,2.885265405320366384e-03,7.970573037952986134e-03
3.966250000000000142e+01,1.908500000000002217e+01,9.884134917927278607e-01,3.033361538716639917e-03,8.553146668555342350e-03
4.000625000000000142e+01,1.908500000000002217e+01,9.874976719551172843e-01,3.214813296975619836e-03,9.287514747907160001e-03
4.035000000000000142e+01,1.908500000000002217e+01,9.863393354021525727e-01,3.438419964865045784e-03,1.022224463298250681e-02
4.069375000000000142e+01,1.908500000000002217e+01,9.848592744598282378e-01,3.715730402156023314e-03,1.142499513801582128e-02
4.103750000000000142e+01,1.908500000000002217e+01,9.829466317227198990e-01,4.062019137705115586e-03,1.299134913957495502e-02
4.138125000000000142e+01,1.908500000000002217e+01,9.804441956273612924e-01,4.497620773759777521e-03,1.505818359887887981e-02
4.172500000000000142e+01,1.908500000000002217e+01,9.771262799620228368e-01,5.049731477999230486e-03,1.782398855997786510e-02
4.206875000000000142e+01,1.908500000000002217e+01,9.726655132890070776e-01,5.754780916965521881e-03,2.157970579402752886e-02
4.241250000000000142e+01,1.908500000000002217e+01,9.665835093247306942e-01,6.661410025246740883e-03,2.675508065002254326e-02
4.275625000000000142e+01,1.908500000000002217e+01,9.581794112624598680e-01,7.833871306728405759e-03,3.398671743081174701e-02
4.310000000000000142e+01,1.908500000000002217e+01,9.464314902856336698e-01,9.355127416239361962e-03,4.421338229812688675e-02
4.344375000000000142e+01,1.908500000000002217e+01,9.298747682365859912e-01,1.132777550503748405e-02,5.879745625837666523e-02
4.378750000000000142e+01,1.908500000000002217e+01,9.064810756569410266e-01,1.386883887699302820e-02,7.965008546606591744e-02
4.413125000000000142e+01,1.908500000000002217e+01,8.736205500513886113e-01,1.709151761729440708e-02,1.092879323313170753e-01
4.447500000000000142e+01,1.908500000000002217e+01,8.282711256022962099e-01,2.106501734995020261e-02,1.506638570477536743e-01
4.481875000000000142e+01,1.908500000000002217e+01,7.677198630581753003e-01,2.574850215099003595e-02,2.065316347908346672e-01
4.516250000000000142e+01,1.908500000000002217e+01,6.909012887493516386e-01,3.091662657142274506e-02,2.781820846792257829e-01
4.550625000000000142e+01,1.908500000000002217e+01,6.000053927974959844e-01,3.613138797299263877e-02,3.638632192295114254e-01
4.585000000000000142e+01,1.908500000000002217e+01,5.012008439963430151e-01,4.082964655211698823e-02,4.579695094515400244e-01
4.619375000000000142e+01,1.908500000000002217e+01,4.032770957777169762e-01,4.452630891629467264e-02,5.521965953059883025e-01
4.653750000000000142e+01,1.908500000000002217e+01,3.145692230330514594e-01,4.701026418108920912e-02,6.384205127858593176e-01
4.688125000000000142e+01,1.908500000000002217e+01,2.402551353474326468e-01,4.839132317401674543e-02,7.113535414785506772e-01
4.722500000000000142e+01,1.908500000000002217e+01,1.816814211268177881e-01,4.899176610107447427e-02,7.693268127721076821e-01
4.756875000000000142e+01,1.908500000000002217e+01,1.374334665016704593e-01,4.919393568433928082e-02,8.133725978139901835e-01
4.791250000000000142e+01,1.908500000000002217e+01,1.048608598032569617e-01,4.933814463528649052e-02,8.458009955614564923e-01
4.825625000000000142e+01,1.908500000000002217e+01,8.118417053231199998e-02,4.968867781957956448e-02,8.691271516481083870e-01
4.860000000000000142e+01,1.908500000000002217e+01,6.402553100316654699e-02,5.044265385987550115e-02,8.855318151369578894e-01
4.894375000000000142e+01,1.908500000000002217e+01,5.154692905521882085e-02,5.175481331021342807e-02,8.966982576345676748e-01
4.928750000000000142e+01,1.908500000000002217e+01,4.240305658721404275e-02,5.376362072160055516e-02,9.038333226911854368e-01
4.963125000000000142e+01,1.908500000000002217e+01,3.563679800259027947e-02,5.661404132163929542e-02,9.077491606757703835e-01
4.997500000000000142e+01,1.908500000000002217e+01,3.057562252798528418e-02,6.047719333211040021e-02,9.089471841399042740e-01
5.031875000000000142e+01,1.908500000000002217e+01,2.674791049802077367e-02,6.556863021493003485e-02,9.076834592870491880e-01
5.066250000000000142e+01,1.908500000000002217e+01,2.382112494894077573e-02,7.216708080249903401e-02,9.040117942485602631e-01
5.100625000000000142e+01,1.908500000000002217e+01,2.155803347191010549e-02,8.063493662060795819e-02,8.978070299074818461e-01
5.135000000000000142e+01,1.908500000000002217e+01,1.978627788182834440e-02,9.144078807113543983e-02,8.887729340470362782e-01
5.169375000000000142e+01,1.908500000000002217e+01,1.837730208978425109e-02,1.051826093891226471e-01,8.764400885210930081e-01
5.203750000000000142e+01,1.908500000000002217e+01,1.723169591870479453e-02,1.226072340449879394e-01,8.601610700363072626e-01
5.238125000000000142e+01,1.908500000000002217e+01,1.626897507121145142e-02,1.446168967633557068e-01,8.391141281654327377e-01
5.272500000000000142e+01,1.908500000000002217e+01,1.542061858789691917e-02,1.722465533101942836e-01,8.123328281019088770e-01
5.306875000000000142e+01,1.908500000000002217e+01,1.462584730167995964e-02,2.065876517076367380e-01,7.787865009906832503e-01
5.341250000000000142e+01,1.908500000000002217e+01,1.383014281006228474e-02,2.486298580320311924e-01,7.375399991579064674e-01
5.375625000000000142e+01,1.908500000000002217e+01,1.298675073066499382e-02,2.990024380071749088e-01,6.880108112621600158e-01
5.410000000000000142e+01,1.908500000000002217e+01,1.206111364969657089e-02,3.576356285187295980e-01,6.303032578315738155e-01
5.444375000000000142e+01,1.908500000000002217e+01,1.103709112517015957e-02,4.234336565374319794e-01,5.655292523373979252e-01
5.478750000000000142e+01,1.908500000000002217e+01,9.922200123200908620e-03,4.941246499365916645e-01,4.959531499402075050e-01
5.513125000000000142e+01,1.908500000000002217e+01,8.748158724771979214e-03,5.664542783467997333e-01,4.247975629284283516e-01
5.547500000000000142e+01,1.908500000000002217e+01,7.564356502849183678e-03,6.367559788295554801e-01,3.556796646675953188e-01
5.581875000000000142e+01,1.908500000000002217e+01,6.425612900252860790e-03,7.017107349502849090e-01,2.918636521494620828e-01
5.616250000000000142e+01,1.908500000000002217e+01,5.379141773311587986e-03,7.589765661333199853e-01,2.356442920933684015e-01
5.650625000000000142e+01,1.908500000000002217e+01,4.455932481879801808e-03,8.074495254162344926e-01,1.880945421018858643e-01
5.685000000000000142e+01,1.908500000000002217e+01,3.668699337356243293e-03,8.471405935083967664e-01,1.491907071542468710e-01
5.719375000000000142e+01,1.908500000000002217e+01,3.015010483463539861e-03,8.788285671519082687e-01,1.181564223646282275e-01
5.753750000000000142e+01,1.908500000000002217e+01,2.482643833673883055e-03,9.036790313485022486e-01,9.383832481782387880e-02
5.788125000000000142e+01,1.908500000000002217e+01,2.054716522345266701e-03,9.229476056967172992e-01,7.499767778093724413e-02
5.822500000000000142e+01,1.908500000000002217e+01,1.713415418426068133e-03,9.378000175434598740e-01,6.048656703811403773e-02
5.856875000000000142e+01,1.908500000000002217e+01,1.442186317473485250e-03,9.492301125665498773e-01,4.932770111597648000e-02
5.891250000000000142e+01,1.908500000000002217e+01,1.226728720301927542e-03,9.580413781483710922e-01,4.073189313132686423e-02
5.925625000000000142e+01,1.908500000000002217e+01,1.055236312783243294e-03,9.648617902367371268e-01,3.408297345047964222e-02
3.210000000000000142e+01,1.919000000000002615e+01,9.924218646447482417e-01,2.168055407114325220e-03,5.410079948137361087e-03
3.244375000000000142e+01,1.919000000000002615e+01,9.924079386943299719e-01,2.171485676168478755e-03,5.420575629501672536e-03
3.278750000000000142e+01,1.919000000000002615e+01,9.923914746652063856e-01,2.175520106997909462e-03,5.433005227795907437e-03
3.313125000000000142e+01,1.919000000000002615e+01,9.923720000440628963e-01,2.180267146162233848e-03,5.447732809774930539e-03
3.347500000000000142e+01,1.919000000000002615e+01,9.923489513338273893e-01,2.185855281412737734e-03,5.465193384759849983e-03
3.381875000000000142e+01,1.919000000000002615e+01,9.923216555151719298e-01,2.192436927089726033e-03,5.485907557738460387e-03
3.416250000000000142e+01,1.919000000000002615e+01,9.922893073639832417e-01,2.200193124405158511e-03,5.510499511611560708e-03
3.450625000000000142e+01,1.919000000000002615e+01,9.922509415644235053e-01,2.209339248904161439e-03,5.539719186672452042e-03
3.485000000000000142e+01,1.919000000000002615e+01,9.922053982381389137e-01,2.220131970037175339e-03,5.574469791823893211e-03
3.519375000000000142e+01,1.919000000000002615e+01,9.921512800790102116e-01,2.232877777143511301e-03,5.615842143846251112e-03
3.553750000000000142e+01,1.919000000000002615e+01,9.920868986948359058e-01,2.247943478256900305e-03,5.665157826907178673e-03
3.588125000000000142e+01,1.919000000000002615e+01,9.920102069482369389e-01,2.265769201363745499e-03,5.724023850399374141e-03
3.622500000000000142e+01,1.919000000000002615e+01,9.919187129654813972e-01,2.286884593791207922e-03,5.794402440727443836e-03
3.656875000000000142e+01,1.919000000000002615e+01,9.918093699073460279e-01,2.311929140756100245e-03,5.878700951897886627e-03
3.691250000000000142e+01,1.919000000000002615e+01,9.916784333691038844e-01,2.341677832058422937e-03,5.979888798837662729e-03
3.725625000000000142e+01,1.919000000000002615e+01,9.915212750975547218e-01,2.377073829505228775e-03,6.101651072940087600e-03
3.760000000000000142e+01,1.919000000000002615e+01,9.913321371318524200e-01,2.419270373960010368e-03,6.248592494187577007e-03
3.794375000000000142e+01,1.919000000000002615e+01,9.911038038107041759e-01,2.469684987097718436e-03,6.426511202198155123e-03
3.828750000000000142e+01,1.919000000000002615e+01,9.908271593014006395e-01,2.530070164971938602e-03,6.642770533627335126e-03
3.863125000000000142e+01,1.919000000000002615e+01,9.904905837952411307e-01,2.602606365322762422e-03,6.906809839436194899e-03
3.897500000000000142e+01,1.919000000000002615e+01,9.900791197964735613e-01,2.690025352763234824e-03,7.230854850763286309e-03
3.931875000000000142e+01,1.919000000000002615e+01,9.895733071335141018e-01,2.795775159465331908e-03,7.630917707020554164e-03
3.966250000000000142e+01,1.919000000000002615e+01,9.889475353697604332e-01,2.924242422464785884e-03,8.128222207774654304e-03
4.000625000000000142e+01,1.919000000000002615e+01,9.881676856573797796e-01,3.081054179469571754e-03,8.751260163150757082e-03
4.035000000000000142e+01,1.919000000000002615e+01,9.871877158540229846e-01,3.273489982958911401e-03,9.538794163017972130e-03
4.069375000000000142e+01,1.919000000000002615e+01,9.859446598349231872e-01,3.511047138976048764e-03,1.054429302610075669e-02
4.103750000000000142e+01,1.919000000000002615e+01,9.843512294708168797e-01,3.806217541555616084e-03,1.184255298762744088e-02
4.138125000000000142e+01,1.919000000000002615e+01,9.822847752375974961e-01,4.175553691504029635e-03,1.353967107089870670e-02
4.172500000000000142e+01,1.919000000000002615e+01,9.795707124750283601e-01,4.641121383466058174e-03,1.578816614150554618e-02
4.206875000000000142e+01,1.919000000000002615e+01,9.759575859515721152e-01,5.232448499587654886e-03,1.880996554884001651e-02
4.241250000000000142e+01,1.919000000000002615e+01,9.710797089666344251e-01,5.989060846317444987e-03,2.293123018704809959e-02
4.275625000000000142e+01,1.919000000000002615e+01,9.644019737785647362e-01,6.963595305353372303e-03,2.863443091608207369e-02
4.310000000000000142e+01,1.919000000000002615e+01,9.551408179653554376e-01,8.225189587075656256e-03,3.663399244756903456e-02
4.344375000000000142e+01,1.919000000000002615e+01,9.421578269657749916e-01,9.862164266581813568e-03,4.798000876764302314e-02
4.378750000000000142e+01,1.919000000000002615e+01,9.238336489326939294e-01,1.198162400830975888e-02,6.418472705899626318e-02
4.413125000000000142e+01,1.919000000000002615e+01,8.979604209253571057e-01,1.470122743658626441e-02,8.733835163805661606e-02
4.447500000000000142e+01,1.919000000000002615e+01,8.617542379294793609e-01,1.812540972904910092e-02,1.201203523414715035e-01
4.481875000000000142e+01,1.919000000000002615e+01,8.121825297180895742e-01,2.229758002397617608e-02,1.655198902579342046e-01
4.516250000000000142e+01,1.919000000000002615e+01,7.468506356240119937e-01,2.712861175612479511e-02,2.260207526198632355e-01
4.550625000000000142e+01,1.919000000000002615e+01,6.654925858622973145e-01,3.232916464287978464e-02,3.021782494948229147e-01
4.585000000000000142e+01,1.919000000000002615e+01,5.714680151083628701e-01,3.740993470631264611e-02,3.911220501853245324e-01
4.619375000000000142e+01,1.919000000000002615e+01,4.719588687229415158e-01,4.180871735296319558e-02,4.862324139240952747e-01
4.653750000000000142e+01,1.919000000000002615e+01,3.759709376142917892e-01,4.510772372716111839e-02,5.789213386585471133e-01
4.688125000000000142e+01,1.919000000000002615e+01,2.911191330049980319e-01,4.719526887998497233e-02,6.616855981150170374e-01
4.722500000000000142e+01,1.919000000000002615e+01,2.214289773188526100e-01,4.825948406582102057e-02,7.303115386153262723e-01
4.756875000000000142e+01,1.919000000000002615e+01,1.672815565961454642e-01,4.865368470519840921e-02,7.840647586986562168e-01
4.791250000000000142e+01,1.919000000000002615e+01,1.267509672071421289e-01,4.875280535420854072e-02,8.244962274386492540e-01
4.825625000000000142e+01,1.919000000000002615e+01,9.706151456528061550e-02,4.887280065680956603e-02,8.540656847779098948e-01
4.860000000000000142e+01,1.919000000000002615e+01,7.551828292501631956e-02,4.925266177837402115e-02,8.752290552966097703e-01
4.894375000000000142e+01,1.919000000000002615e+01,5.989875539295794887e-02,5.007019784652028127e-02,8.900310467605219156e-01
4.928750000000000142e+01,1.919000000000002615e+01,4.851837698930103887e-02,5.146795567572297336e-02,9.000136673349758976e-01
4.963125000000000142e+01,1.919000000000002615e+01,4.015702003927659747e-02,5.357818537194917324e-02,9.062647945887741807e-01
4.997500000000000142e+01,1.919000000000002615e+01,3.395100191061081740e-02,5.654412875068381972e-02,9.095048693387053351e-01
5.031875000000000142e+01,1.919000000000002615e+01,2.929442906274896258e-02,6.053853157955771391e-02,9.101670393576932749e-01
5.066250000000000142e+01,1.919000000000002615e+01,2.576213214954237510e-02,6.578125566230788590e-02,9.084566121881497702e-01
5.100625000000000142e+01,1.919000000000002615e+01,2.305362734920728823e-02,7.255773582125318866e-02,9.043886368295395162e-01
5.135000000000000142e+01,1.919000000000002615e+01,2.095373796715080741e-02,8.123942893948324362e-02,8.978068330933659524e-01
5.169375000000000142e+01,1.919000000000002615e+01,1.930529433337399223e-02,9.230637789877825516e-02,8.883883277678477075e-01
5.203750000000000142e+01,1.919000000000002615e+01,1.799021718752440852e-02,1.063702379887553201e-01,8.756395448237201951e-01
5.238125000000000142e+01,1.919000000000002615e+01,1.691632678636549939e-02,1.241930165856561241e-01,8.588906566279783661e-01
5.272500000000000142e+01,1.919000000000002615e+01,1.600812499696619914e-02,1.466917118520612295e-01,8.373001631509725540e-01
5.306875000000000142e+01,1.919000000000002615e+01,1.520054266641507335e-02,1.749117888946796207e-01,8.098876684389052505e-01
5.341250000000000142e+01,1.919000000000002615e+01,1.443526236046058057e-02,2.099444660122198603e-01,7.756202716273196129e-01
5.375625000000000142e+01,1.919000000000002615e+01,1.365970277289419929e-02,2.527594070229931544e-01,7.335808902041127677e-01
5.410000000000000142e+01,1.919000000000002615e+01,1.282894406604855736e-02,3.039366837850424052e-01,6.832343721489090305e-01
5.444375000000000142e+01,1.919000000000002615e+01,1.191049999634037106e-02,3.633237526095123293e-01,6.247657473941472528e-01
5.478750000000000142e+01,1.919000000000002615e+01,1.089067422868948178e-02,4.297168349556078071e-01,5.593924908157027476e-01
5.513125000000000142e+01,1.919000000000002615e+01,9.779601466864806109e-03,5.007366908799955052e-01,4.894837076531396991e-01
5.547500000000000142e+01,1.919000000000002615e+01,8.611262877467636481e-03,5.730593985210480357e-01,4.183293386014842463e-01
5.581875000000000142e+01,1.919000000000002615e+01,7.436355594302920639e-03,6.430160609424516727e-01,3.495475834632454371e-01
5.616250000000000142e+01,1.919000000000002615e+01,6.309761247453711704e-03,7.073550433952195959e-01,2.863351953573266551e-01
5.650625000000000142e+01,1.919000000000002615e+01,5.277727141752338452e-03,7.638446004895943497e-01,2.308776723686532806e-01
5.685000000000000142e+01,1.919000000000002615e+01,4.369808135928698184e-03,8.114950719484799180e-01,1.841351199155913942e-01
5.719375000000000142e+01,1.919000000000002615e+01,3.597375339647179183e-03,8.504062232002007615e-01,1.459964014601519977e-01
5.753750000000000142e+01,1.919000000000002615e+01,2.957065061564642314e-03,8.814092153949066866e-01,1.156337195435287457e-01
5.788125000000000142e+01,1.919000000000002615e+01,2.436193394080200889e-03,9.056896396152274153e-01,9.187416699069232695e-02
5.822500000000000142e+01,1.919000000000002615e+01,2.017787865270897520e-03,9.245012701687848056e-01,7.348094196594433247e-02
5.856875000000000142e+01,1.919000000000002615e+01,1.684175866679206695e-03,9.389965156101800492e-01,5.931930852314078184e-02
5.891250000000000142e+01,1.919000000000002615e+01,1.419052297089086912e-03,9.501518654552375542e-01,4.842908224767328296e-02
5.925625000000000142e+01,1.919000000000002615e+01,1.208393348503409822e-03,9.587536967304951530e-01,4.003790992100150770e-02
3.210000000000000142e+01,1.929500000000002302e+01,9.924304523326211713e-01,2.165896588737168879e-03,5.403651078641700557e-03
3.244375000000000142e+01,1.929500000000002302e+01,9.924180853081757681e-01,2.168948805618754402e-03,5.412965886205549533e-03
3.278750000000000142e+01,1.929500000000002302e+01,9.924034688533492909e-01,2.172537769858641672e-03,5.423993376791948554e-03
3.313125000000000142e+01,1.929500000000002302e+01,9.923861855726258119e-01,2.176759575600464326e-03,5.437054851773724662e-03
3.347500000000000142e+01,1.929500000000002302e+01,9.923657381657793319e-01,2.181727992686115225e-03,5.452533841534482582e-03
3.381875000000000142e+01,1.929500000000002302e+01,9.923415333136025307e-01,2.187577864912272022e-03,5.470888821485088427e-03
3.416250000000000142e+01,1.929500000000002302e+01,9.923128620219708873e-01,2.194469211059012822e-03,5.492668766970102909e-03
3.450625000000000142e+01,1.929500000000002302e+01,9.922788755392488724e-01,2.202592191165364966e-03,5.518532269585828959e-03
3.485000000000000142e+01,1.929500000000002302e+01,9.922385557027817438e-01,2.212173143938486134e-03,5.549271153279745385e-03
3.519375000000000142e+01,1.929500000000002302e+01,9.921906782220610843e-01,2.223481958082082228e-03,5.585839819856623124e-03
3.553750000000000142e+01,1.929500000000002302e+01,9.921337669344021393e-01,2.236841115472820805e-03,5.629391950124977041e-03
3.588125000000000142e+01,1.929500000000002302e+01,9.920660364239417550e-01,2.252636844099787598e-03,5.681326731958527207e-03
3.622500000000000142e+01,1.929500000000002302e+01,9.919853195047860783e-01,2.271332952713737367e-03,5.743347542500134434e-03
3.656875000000000142e+01,1.929500000000002302e+01,9.918889748299311027e-01,2.293488100110213732e-03,5.817537069958667560e-03
3.691250000000000142e+01,1.929500000000002302e+01,9.917737681462633903e-01,2.319777498061935742e-03,5.906454355674721664e-03
3.725625000000000142e+01,1.929500000000002302e+01,9.916357182463907405e-01,2.351020383826068257e-03,6.013261369783155265e-03
3.760000000000000142e+01,1.929500000000002302e+01,9.914698951329175003e-01,2.388215062387516116e-03,6.141889804695014818e-03
3.794375000000000142e+01,1.929500000000002302e+01,9.912701528024973063e-01,2.432583962172213746e-03,6.297263235330447829e-03
3.828750000000000142e+01,1.929500000000002302e+01,9.910287716051443541e-01,2.485632045127545136e-03,6.485596349728295525e-03
3.863125000000000142e+01,1.929500000000002302e+01,9.907359741595500591e-01,2.549223168866834779e-03,6.714802671583186382e-03
3.897500000000000142e+01,1.929500000000002302e+01,9.903792624879851347e-01,2.625680766158663016e-03,6.995056745856077784e-03
3.931875000000000142e+01,1.929500000000002302e+01,9.899424995471463040e-01,2.717921699602946634e-03,7.339578753250677358e-03
3.966250000000000142e+01,1.929500000000002302e+01,9.894046212548905928e-01,2.829635666913970712e-03,7.765743078195536282e-03
4.000625000000000142e+01,1.929500000000002302e+01,9.887378085158045060e-01,2.965527486273811068e-03,8.296663997921779193e-03
4.035000000000000142e+01,1.929500000000002302e+01,9.879048617571032365e-01,3.131646524565838766e-03,8.963491718330912628e-03
4.069375000000000142e+01,1.929500000000002302e+01,9.868553861269514504e-01,3.335837108945694397e-03,9.808776764102742837e-03
4.103750000000000142e+01,1.929500000000002302e+01,9.855201876402138739e-01,3.588356673788471642e-03,1.089145568599779630e-02
4.138125000000000142e+01,1.929500000000002302e+01,9.838029600388220608e-01,3.902725031097281552e-03,1.229431493008051497e-02
4.172500000000000142e+01,1.929500000000002302e+01,9.815678535324600107e-01,4.296887747344505827e-03,1.413525872019552078e-02
4.206875000000000142e+01,1.929500000000002302e+01,9.786207902518655466e-01,4.794795196493859511e-03,1.658441455164070752e-02
4.241250000000000142e+01,1.929500000000002302e+01,9.746813647847630824e-01,5.428504711884152983e-03,1.989013050335287566e-02
4.275625000000000142e+01,1.929500000000002302e+01,9.693408636236632292e-01,6.240877359926141552e-03,2.441825901641079752e-02
4.310000000000000142e+01,1.929500000000002302e+01,9.620006791573064708e-01,7.288798499338624247e-03,3.071052234335496650e-02
4.344375000000000142e+01,1.929500000000002302e+01,9.517853415097375924e-01,8.646471187251559068e-03,3.956818730301079473e-02
4.378750000000000142e+01,1.929500000000002302e+01,9.374286625367015402e-01,1.040747889365290120e-02,5.216385856964545625e-02
4.413125000000000142e+01,1.929500000000002302e+01,9.171470072711678245e-01,1.268265946384165149e-02,7.017033326499053092e-02
4.447500000000000142e+01,1.929500000000002302e+01,8.885525774995329806e-01,1.558819228123590681e-02,9.585923021923110909e-02
4.481875000000000142e+01,1.929500000000002302e+01,8.487337838797092138e-01,1.921554904985010165e-02,1.320506670704406360e-01
4.516250000000000142e+01,1.929500000000002302e+01,7.947231009477564445e-01,2.357604812631551236e-02,1.817008509259281090e-01
4.550625000000000142e+01,1.929500000000002302e+01,7.245761563180606046e-01,2.852627814236960088e-02,2.468975655395697633e-01
4.585000000000000142e+01,1.929500000000002302e+01,6.389649546858079399e-01,3.371305775453197623e-02,3.273219875596601325e-01
4.619375000000000142e+01,1.929500000000002302e+01,5.424434015166005318e-01,3.860772332337175650e-02,4.189488751600278227e-01
4.653750000000000142e+01,1.929500000000002302e+01,4.430279044317307346e-01,4.266937308751633101e-02,5.143027224807529274e-01
4.688125000000000142e+01,1.929500000000002302e+01,3.496467223711842709e-01,4.556219854939989183e-02,6.047910790794158720e-01
4.722500000000000142e+01,1.929500000000002302e+01,2.689973367511657720e-01,4.727229278590797806e-02,6.837303704629262846e-01
4.756875000000000142e+01,1.929500000000002302e+01,2.039545968912710450e-01,4.805264193121680516e-02,7.479927611775122331e-01
4.791250000000000142e+01,1.929500000000002302e+01,1.540584152665139261e-01,4.827401037604624190e-02,7.976675743574398458e-01
4.825625000000000142e+01,1.929500000000002302e+01,1.170009263188381277e-01,4.829662016337173819e-02,8.347024535177901550e-01
4.860000000000000142e+01,1.929500000000002302e+01,8.996081581432323337e-02,4.841054460499514406e-02,8.616286395806815879e-01
