sepal width (cm),petal width (cm),setosa,versicolor,virginica
2.040000000000000036e+00,2.020000000000000462e+00,1.243541558954186401e-04,6.227742871107107975e-02,9.375982171330335957e-01
2.080000000000000071e+00,2.020000000000000462e+00,1.318143211354758863e-04,6.440014732357866867e-02,9.354680383552858025e-01
2.120000000000000107e+00,2.020000000000000462e+00,1.398976803493874696e-04,6.663653005653186190e-02,9.332235722631188057e-01
2.160000000000000142e+00,2.020000000000000462e+00,1.486658976304562662e-04,6.899348901644972165e-02,9.308578450859198439e-01
2.200000000000000178e+00,2.020000000000000462e+00,1.581875237931559385e-04,7.147837107477672536e-02,9.283634414014302338e-01
2.240000000000000213e+00,2.020000000000000462e+00,1.685388356453340760e-04,7.409898153739125082e-02,9.257324796269633671e-01
2.280000000000000249e+00,2.020000000000000462e+00,1.798047838680826547e-04,7.686360813592851837e-02,9.229565870802034500e-01
2.320000000000000284e+00,2.020000000000000462e+00,1.920800640305957304e-04,7.978104511922397279e-02,9.200268748167453881e-01
2.360000000000000320e+00,2.020000000000000462e+00,2.054703272105259774e-04,8.286061716866119364e-02,9.169339125041283678e-01
2.400000000000000355e+00,2.020000000000000462e+00,2.200935488802717270e-04,8.611220279783360354e-02,9.136677036532862006e-01
2.440000000000000391e+00,2.020000000000000462e+00,2.360815771826578068e-04,8.954625682373795748e-02,9.102176615990794639e-01
2.480000000000000426e+00,2.020000000000000462e+00,2.535818844835357935e-04,9.317383141275825675e-02,9.065725867027581986e-01
2.520000000000000462e+00,2.020000000000000462e+00,2.727595491827296422e-04,9.700659510907662375e-02,9.027206453417406795e-01
2.560000000000000497e+00,2.020000000000000462e+00,2.937994982178028665e-04,1.010568491450810347e-01,8.986493513567012092e-01
2.600000000000000533e+00,2.020000000000000462e+00,3.169090445364645611e-04,1.053375402122394972e-01,8.943455507432239715e-01
2.640000000000000568e+00,2.020000000000000462e+00,3.423207580707713195e-04,1.098622687364744777e-01,8.897954105054547425e-01
2.680000000000000604e+00,2.020000000000000462e+00,3.702957134450628792e-04,1.146452915544340784e-01,8.849844127321208065e-01
2.720000000000000639e+00,2.020000000000000462e+00,4.011271628110183395e-04,1.197015177269134395e-01,8.798973551102755586e-01
2.760000000000000675e+00,2.020000000000000462e+00,4.351446878426445432e-04,1.250464960544878934e-01,8.745183592576694087e-01
2.800000000000000711e+00,2.020000000000000462e+00,4.727188910486648755e-04,1.306963926806551934e-01,8.688308884282961442e-01
2.840000000000000746e+00,2.020000000000000462e+00,5.142666931659308893e-04,1.366679569831306396e-01,8.628177763237033782e-01
2.880000000000000782e+00,2.020000000000000462e+00,5.602573104679549332e-04,1.429784737696396524e-01,8.564612689198923823e-01
2.920000000000000817e+00,2.020000000000000462e+00,6.112189933235008879e-04,1.496456996176922516e-01,8.497430813889842449e-01
2.960000000000000853e+00,2.020000000000000462e+00,6.677466152175851955e-04,1.566877810376593738e-01,8.426444723471230303e-01
3.000000000000000888e+00,2.020000000000000462e+00,7.305102096247389782e-04,1.641231520067005789e-01,8.351463377836747526e-01
3.040000000000000924e+00,2.020000000000000462e+00,8.002645605004841001e-04,1.719704083322255994e-01,8.272293271072740373e-01
3.080000000000000959e+00,2.020000000000000462e+00,8.778599606034930567e-04,1.802481562749274902e-01,8.188739837644689601e-01
3.120000000000000995e+00,2.020000000000000462e+00,9.642542602236314894e-04,1.889748329133702776e-01,8.100609128264060210e-01
3.160000000000001030e+00,2.020000000000000462e+00,1.060526336991680875e-03,1.981684958876754055e-01,8.007709777753329039e-01
3.200000000000001066e+00,2.020000000000000462e+00,1.167891125088223311e-03,2.078465804443838383e-01,7.909855284305279399e-01
3.240000000000001101e+00,2.020000000000000462e+00,1.287716349145842610e-03,2.180256221447492981e-01,7.806866615061048842e-01
3.280000000000001137e+00,2.020000000000000462e+00,1.421541114248381279e-03,2.287209442212370103e-01,7.698575146645146861e-01
3.320000000000001172e+00,2.020000000000000462e+00,1.571096508494255724e-03,2.399463093965499005e-01,7.584825940949558865e-01
3.360000000000001208e+00,2.020000000000000462e+00,1.738328378474597287e-03,2.517135370361895941e-01,7.465481345853358652e-01
3.400000000000001243e+00,2.020000000000000462e+00,1.925422440661665128e-03,2.640320878016092498e-01,7.340424897577290109e-01
3.440000000000001279e+00,2.020000000000000462e+00,2.134831893152807584e-03,2.769086195069131451e-01,7.209565485999340773e-01
3.480000000000001315e+00,2.020000000000000462e+00,2.369307692647381041e-03,2.903465196422460037e-01,7.072841726651066807e-01
3.520000000000001350e+00,2.020000000000000462e+00,2.631931661282655485e-03,3.043454219754422319e-01,6.930226463632751521e-01
3.560000000000001386e+00,2.020000000000000462e+00,2.926152587523330340e-03,3.189007167195643255e-01,6.781731306929124070e-01
3.600000000000001421e+00,2.020000000000000462e+00,3.255825485351049667e-03,3.340030658693401433e-01,6.627411086453087741e-01
3.640000000000001457e+00,2.020000000000000462e+00,3.625254177322235084e-03,3.496379373468500584e-01,6.467368084758275959e-01
3.680000000000001492e+00,2.020000000000000462e+00,4.039237370483781883e-03,3.657851734109098252e-01,6.301755892186063912e-01
3.720000000000001528e+00,2.020000000000000462e+00,4.503118400403099963e-03,3.824186102070972759e-01,6.130782713924997074e-01
3.760000000000001563e+00,2.020000000000000462e+00,5.022838828157822656e-03,3.995057661836149965e-01,5.954713949882270985e-01
3.800000000000001599e+00,2.020000000000000462e+00,5.604996088006617729e-03,4.170076171884339322e-01,5.773873867235594926e-01
3.840000000000001634e+00,2.020000000000000462e+00,6.256905398782520999e-03,4.348784752281389387e-01,5.588646193730785194e-01
3.880000000000001670e+00,2.020000000000000462e+00,6.986666167828071636e-03,4.530659859785562404e-01,5.399473478536156446e-01
3.920000000000001705e+00,2.020000000000000462e+00,7.803233129046700106e-03,4.715112571208615599e-01,5.206855097500917573e-01
3.960000000000001741e+00,2.020000000000000462e+00,8.716492461070222963e-03,4.901491254442480461e-01,5.011343820946816408e-01
4.000000000000001776e+00,2.020000000000000462e+00,9.737343120232175644e-03,5.089085655141983855e-01,4.813540913655694475e-01
4.040000000000001812e+00,2.020000000000000462e+00,1.087778358630824178e-02,5.277132367666956814e-01,4.614089796469961757e-01
4.080000000000001847e+00,2.020000000000000462e+00,1.215100414485581308e-02,5.464821594700248752e-01,4.413668363851194210e-01
4.120000000000001883e+00,2.020000000000000462e+00,1.357148470430223283e-02,5.651305035028296730e-01,4.212980117928680768e-01
4.160000000000001918e+00,2.020000000000000462e+00,1.515509795271707122e-02,5.835704677966003784e-01,4.012744342506827100e-01
4.200000000000001954e+00,2.020000000000000462e+00,1.691921738116547100e-02,6.017122230710300057e-01,3.813685595478044088e-01
4.240000000000001990e+00,2.020000000000000462e+00,1.888282931979611001e-02,6.194648866145200383e-01,3.616522840656838378e-01
4.280000000000002025e+00,2.020000000000000462e+00,2.106664763177174687e-02,6.367374957179582351e-01,3.421958566502699139e-01
4.320000000000002061e+00,2.020000000000000462e+00,2.349322907256241183e-02,6.534399462275772841e-01,3.230668246998604776e-01
4.360000000000002096e+00,2.020000000000000462e+00,2.618708653435067660e-02,6.694838646604936994e-01,3.043290488051555998e-01
2.000000000000000000e+00,2.060000000000000497e+00,1.005193215473077867e-04,5.488306586288539679e-02,9.450164148155674182e-01
2.040000000000000036e+00,2.060000000000000497e+00,1.060689214970933681e-04,5.661921488608430419e-02,9.432747161924185386e-01
2.080000000000000071e+00,2.060000000000000497e+00,1.120590039682517719e-04,5.844582977235882049e-02,9.414421112236728284e-01
2.120000000000000107e+00,2.060000000000000497e+00,1.185313947090100314e-04,6.036835443988290001e-02,9.395131141654080587e-01
2.160000000000000142e+00,2.060000000000000497e+00,1.255324433561422757e-04,6.239258278006312025e-02,9.374818847765807872e-01
2.200000000000000178e+00,2.060000000000000497e+00,1.331135622444423532e-04,6.452467991688051741e-02,9.353422065208749636e-01
2.240000000000000213e+00,2.060000000000000497e+00,1.413318340728491370e-04,6.677120428333052637e-02,9.330874638825966683e-01
2.280000000000000249e+00,2.060000000000000497e+00,1.502506976472158689e-04,6.913913043865985153e-02,9.307106188636928845e-01
2.320000000000000284e+00,2.060000000000000497e+00,1.599407221797044282e-04,7.163587252135412975e-02,9.282041867564662097e-01
2.360000000000000320e+00,2.060000000000000497e+00,1.704804820543051450e-04,7.426930819853899690e-02,9.255602113194068004e-01
2.400000000000000355e+00,2.060000000000000497e+00,1.819575455880390817e-04,7.704780293180936435e-02,9.227702395226026200e-01
2.440000000000000391e+00,2.060000000000000497e+00,1.944695931511231188e-04,7.998023433165345197e-02,9.198252960751953644e-01
2.480000000000000426e+00,2.060000000000000497e+00,2.081256820817821993e-04,8.307601631663713571e-02,9.167158580012811919e-01
2.520000000000000462e+00,2.060000000000000497e+00,2.230476781697023417e-04,8.634512272842914671e-02,9.134318295934010790e-01
2.560000000000000497e+00,2.060000000000000497e+00,2.393718761151625914e-04,8.979810997856335630e-02,9.099625181453214751e-01
2.600000000000000533e+00,2.060000000000000497e+00,2.572508343293107634e-04,9.344613821658841191e-02,9.062966109490823152e-01
2.640000000000000568e+00,2.060000000000000497e+00,2.768554527566180631e-04,9.730099041103590363e-02,9.024221541362074106e-01
2.680000000000000604e+00,2.060000000000000497e+00,2.983773261056766484e-04,1.013750886236396559e-01,8.983265340502547547e-01
2.720000000000000639e+00,2.060000000000000497e+00,3.220314090015078128e-04,1.056815066328698066e-01,8.939964619581286520e-01
2.760000000000000675e+00,2.060000000000000497e+00,3.480590341525707006e-04,1.102339779248332763e-01,8.894179630410142812e-01
2.800000000000000711e+00,2.060000000000000497e+00,3.767313296872117166e-04,1.150468979180621493e-01,8.845763707522507069e-01
2.840000000000000746e+00,2.060000000000000497e+00,4.083530873818550324e-04,1.201353191244567825e-01,8.794563277881612962e-01
2.880000000000000782e+00,2.060000000000000497e+00,4.432671395947566082e-04,1.255149377731895333e-01,8.740417950872158004e-01
2.920000000000000817e+00,2.060000000000000497e+00,4.818593093440334168e-04,1.312020702403243755e-01,8.683160704503315452e-01
2.960000000000000853e+00,2.060000000000000497e+00,5.245640051246016310e-04,1.372136174381361484e-01,8.622618185567393345e-01
3.000000000000000888e+00,2.060000000000000497e+00,5.718705397284956594e-04,1.435670151301124686e-01,8.558611143301589896e-01
3.040000000000000924e+00,2.060000000000000497e+00,6.243302604814658045e-04,1.502801679577943361e-01,8.490955017817242156e-01
3.080000000000000959e+00,2.060000000000000497e+00,6.825645868785944204e-04,1.573713648036133839e-01,8.419460706095079905e-01
3.120000000000000995e+00,2.060000000000000497e+00,7.472740605104994174e-04,1.648591729819317286e-01,8.343935529575577936e-01
3.160000000000001030e+00,2.060000000000000497e+00,8.192485213092352142e-04,1.727623086636334848e-01,8.264184428150571637e-01
3.200000000000001066e+00,2.060000000000000497e+00,8.993785333688018640e-04,1.810994809159129360e-01,8.180011405507182642e-01
3.240000000000001101e+00,2.060000000000000497e+00,9.886681927387210890e-04,1.898892067994010779e-01,8.091221250078601823e-01
3.280000000000001137e+00,2.060000000000000497e+00,1.088249458451765383e-03,1.991495951333561998e-01,7.997621554081920658e-01
3.320000000000001172e+00,2.060000000000000497e+00,1.199398156406977821e-03,2.088980968423996831e-01,7.899025050011931892e-01
3.360000000000001208e+00,2.060000000000000497e+00,1.323551813351114392e-03,2.191512202626692551e-01,7.795252279239797133e-01
3.400000000000001243e+00,2.060000000000000497e+00,1.462329484850309049e-03,2.299242104384853491e-01,7.686134600766643121e-01
3.440000000000001279e+00,2.060000000000000497e+00,1.617553746603004987e-03,2.412306923077037202e-01,7.571517539456932289e-01
3.480000000000001315e+00,2.060000000000000497e+00,1.791275022542746257e-03,2.530822787748037705e-01,7.451264462026534474e-01
3.520000000000001350e+00,2.060000000000000497e+00,1.985798425815045107e-03,2.654881460169423169e-01,7.325260555572427057e-01
3.560000000000001386e+00,2.060000000000000497e+00,2.203713289890353848e-03,2.784545799587170856e-01,7.193417067513925289e-01
3.600000000000001421e+00,2.060000000000000497e+00,2.447925566933559227e-03,2.919844996682929850e-01,7.055675747647733864e-01
3.640000000000001457e+00,2.060000000000000497e+00,2.721693269386222819e-03,3.060769654313795218e-01,6.912013412992342731e-01
3.680000000000001492e+00,2.060000000000000497e+00,3.028665128999230832e-03,3.207266813852958642e-01,6.762446534857049496e-01
3.720000000000001528e+00,2.060000000000000497e+00,3.372922645907543582e-03,3.359235047492407644e-01,6.607035726048516855e-01
3.760000000000001563e+00,2.060000000000000497e+00,3.759025699508744805e-03,3.516519757453559492e-01,6.445889985551354062e-01
3.800000000000001599e+00,2.060000000000000497e+00,4.192061893665121469e-03,3.678908841165185462e-01,6.279170539898163428e-01
3.840000000000001634e+00,2.060000000000000497e+00,4.677699811755087200e-03,3.846128895364366862e-01,6.107094106518082821e-01
3.880000000000001670e+00,2.060000000000000497e+00,5.222246362697668606e-03,4.017842139877330077e-01,5.929935396495694677e-01
3.920000000000001705e+00,2.060000000000000497e+00,5.832708407029390044e-03,4.193644241675258399e-01,5.748028674254448411e-01
3.960000000000001741e+00,2.060000000000000497e+00,6.516858861288520911e-03,4.373063210002577361e-01,5.561768201384538202e-01
4.000000000000001776e+00,2.060000000000000497e+00,7.283307486955910640e-03,4.555559512681218171e-01,5.371607412449223018e-01
4.040000000000001812e+00,2.060000000000000497e+00,8.141576572973581102e-03,4.740527531483412771e-01,5.178056702786851817e-01
4.080000000000001847e+00,2.060000000000000497e+00,9.102181712378266606e-03,4.927298430970088461e-01,4.981679751906128994e-01
4.120000000000001883e+00,2.060000000000000497e+00,1.017671784553691311e-02,5.115144461658504005e-01,4.783088359886127350e-01
4.160000000000001918e+00,2.060000000000000497e+00,1.137795068410430745e-02,5.303284657150074688e-01,4.582935836008881769e-01
4.200000000000001954e+00,2.060000000000000497e+00,1.271991352794258484e-02,5.490891819308453270e-01,4.381909045412120118e-01
4.240000000000001990e+00,2.060000000000000497e+00,1.421800932639682470e-02,5.677100619999660980e-01,4.180719286736370166e-01
4.280000000000002025e+00,2.060000000000000497e+00,1.588911759822491526e-02,5.861016587133772715e-01,3.980092236883978063e-01
4.320000000000002061e+00,2.060000000000000497e+00,1.775170549265179393e-02,6.041725691775012841e-01,3.780757253298469567e-01
4.360000000000002096e+00,2.060000000000000497e+00,1.982594182864214419e-02,6.218304216567459575e-01,3.583436365146118741e-01
2.000000000000000000e+00,2.100000000000000533e+00,8.680023267864358713e-05,5.024052918338037244e-02,9.496726705839408922e-01
2.040000000000000036e+00,2.100000000000000533e+00,9.130218447069077183e-05,5.174052591227781134e-02,9.481681719032514222e-01
2.080000000000000071e+00,2.100000000000000533e+00,9.614833026088140204e-05,5.331701708057198091e-02,9.465868345891671476e-01
2.120000000000000107e+00,2.100000000000000533e+00,1.013703673159121972e-04,5.497455316893018473e-02,9.449240764637539813e-01
2.160000000000000142e+00,2.100000000000000533e+00,1.070033391101397001e-04,5.671797928962636626e-02,9.431750173712635243e-01
2.200000000000000178e+00,2.100000000000000533e+00,1.130860266885451941e-04,5.855245398981608757e-02,9.413344599834952975e-01
2.240000000000000213e+00,2.100000000000000533e+00,1.196613894716025433e-04,6.048346898518158765e-02,9.393968696253467421e-01
2.280000000000000249e+00,2.100000000000000533e+00,1.267770621013549111e-04,6.251686980663538618e-02,9.373563531312633090e-01
2.320000000000000284e+00,2.100000000000000533e+00,1.344859148375855934e-04,6.465887732617700556e-02,9.352066367589855211e-01
2.360000000000000320e+00,2.100000000000000533e+00,1.428466860483383854e-04,6.691611010771701673e-02,9.329410432062346104e-01
2.400000000000000355e+00,2.100000000000000533e+00,1.519246965168720691e-04,6.929560750411505043e-02,9.305524677993680660e-01
2.440000000000000391e+00,2.100000000000000533e+00,1.617926566260747873e-04,7.180485339215927909e-02,9.280333539512146679e-01
2.480000000000000426e+00,2.100000000000000533e+00,1.725315790020022326e-04,7.445180040197295346e-02,9.253756680190251549e-01
2.520000000000000462e+00,2.100000000000000533e+00,1.842318109234620930e-04,7.724489445558062328e-02,9.225708737334958887e-01
2.560000000000000497e+00,2.100000000000000533e+00,1.969942027594263326e-04,8.019309938018215345e-02,9.196099064170584203e-01
2.600000000000000533e+00,2.100000000000000533e+00,2.109314309079017308e-04,8.330592130414077312e-02,9.164831472649512811e-01
2.640000000000000568e+00,2.100000000000000533e+00,2.261694962083080269e-04,8.659343247678708000e-02,9.131803980270046806e-01
2.680000000000000604e+00,2.100000000000000533e+00,2.428494216160052702e-04,9.006629407587234126e-02,9.096908565025115800e-01
2.720000000000000639e+00,2.100000000000000533e+00,2.611291760960023360e-04,9.373577747785726000e-02,9.060030933460467839e-01
2.760000000000000675e+00,2.100000000000000533e+00,2.811858552479032445e-04,9.761378336528228616e-02,9.021050307794696854e-01
2.800000000000000711e+00,2.100000000000000533e+00,3.032181531517274208e-04,1.017128579314057896e-01,8.979839239154423502e-01
2.840000000000000746e+00,2.100000000000000533e+00,3.274491643600696100e-04,1.060462053145343336e-01,8.936263455211055362e-01
2.880000000000000782e+00,2.100000000000000533e+00,3.541295598909064346e-04,1.106276952527246726e-01,8.890181751873844629e-01
2.920000000000000817e+00,2.100000000000000533e+00,3.835411865292451131e-04,1.154718647940080473e-01,8.841445940194627706e-01
2.960000000000000853e+00,2.100000000000000533e+00,4.160011447524247720e-04,1.205939127287817825e-01,8.789900861264658971e-01
3.000000000000000888e+00,2.100000000000000533e+00,4.518664071742145788e-04,1.260096852311956839e-01,8.735384483616301932e-01
3.040000000000000924e+00,2.100000000000000533e+00,4.915390465684079139e-04,1.317356510079564502e-01,8.677728099454751209e-01
3.080000000000000959e+00,2.100000000000000533e+00,5.354721502824469131e-04,1.377888640600764825e-01,8.616756637896411108e-01
3.120000000000000995e+00,2.100000000000000533e+00,5.841765061684958422e-04,1.441869119714437320e-01,8.552289115223878913e-01
3.160000000000001030e+00,2.100000000000000533e+00,6.382281540062087347e-04,1.509478474554538097e-01,8.484139243905400862e-01
3.200000000000001066e+00,2.100000000000000533e+00,6.982769057068975629e-04,1.580901007273888548e-01,8.412116223669042769e-01
3.240000000000001101e+00,2.100000000000000533e+00,7.650559472836862248e-04,1.656323701385092884e-01,8.336025739142071123e-01
3.280000000000001137e+00,2.100000000000000533e+00,8.393926455259256847e-04,1.735934884236083886e-01,8.255671189308657620e-01
3.320000000000001172e+00,2.100000000000000533e+00,9.222206923739419962e-04,1.819922618958167704e-01,8.170855174118092368e-01
3.360000000000001208e+00,2.100000000000000533e+00,1.014593729963157893e-03,1.908472799925907681e-01,8.081381262774460783e-01
3.400000000000001243e+00,2.100000000000000533e+00,1.117700608972228013e-03,2.001766927597387613e-01,7.987056066312889779e-01
3.440000000000001279e+00,2.100000000000000533e+00,1.232882442018066712e-03,2.099979541829714302e-01,7.887691633750103515e-01
3.480000000000001315e+00,2.100000000000000533e+00,1.361651622121904737e-03,2.203275297669331223e-01,7.783108186109449766e-01
3.520000000000001350e+00,2.100000000000000533e+00,1.505712983451270920e-03,2.311805674477621364e-01,7.673137195687865786e-01
3.560000000000001386e+00,2.100000000000000533e+00,1.666987287363661495e-03,2.425705318321423887e-01,7.557624808804939143e-01
3.600000000000001421e+00,2.100000000000000533e+00,1.847637221020413407e-03,2.545088029032518961e-01,7.436435598757277221e-01
3.640000000000001457e+00,2.100000000000000533e+00,2.050096098355919279e-03,2.670042417326342066e-01,7.309456621690099132e-01
3.680000000000001492e+00,2.100000000000000533e+00,2.277099453932754109e-03,2.800627273841340692e-01,7.176601731619333124e-01
3.720000000000001528e+00,2.100000000000000533e+00,2.531719719278143974e-03,2.936866710710804296e-01,7.037816092096413900e-01
3.760000000000001563e+00,2.100000000000000533e+00,2.817404168931661543e-03,3.078745156877282230e-01,6.893080801433401072e-01
3.800000000000001599e+00,2.100000000000000533e+00,3.138016320058781977e-03,3.226202310107311177e-01,6.742417526692100482e-01
3.840000000000001634e+00,2.100000000000000533e+00,3.497880965678688576e-03,3.379128170566294553e-01,6.585893019776918322e-01
3.880000000000001670e+00,2.100000000000000533e+00,3.901833018002011724e-03,3.537358301569616947e-01,6.423623368250361843e-01
3.920000000000001705e+00,2.100000000000000533e+00,4.355270335771355660e-03,3.700669481152497609e-01,6.255777815489789173e-01
3.960000000000001741e+00,2.100000000000000533e+00,4.864210708394734253e-03,3.868775921589353017e-01,6.082581971326700421e-01
4.000000000000001776e+00,2.100000000000000533e+00,5.435353170241940743e-03,4.041326241016680587e-01,5.904320227280900335e-01
4.040000000000001812e+00,2.100000000000000533e+00,6.076143820263953110e-03,4.217901369978080406e-01,5.721337191819280132e-01
4.080000000000001847e+00,2.100000000000000533e+00,6.794846323616391716e-03,4.398013564351871407e-01,5.534037972411965933e-01
4.120000000000001883e+00,2.100000000000000533e+00,7.600617270346337814e-03,4.581106673531116225e-01,5.342887153765419894e-01
4.160000000000001918e+00,2.100000000000000533e+00,8.503586556765500501e-03,4.766557778382650712e-01,5.148406356049693988e-01
4.200000000000001954e+00,2.100000000000000533e+00,9.514942931044632207e-03,4.953680267797394010e-01,4.951170302892159980e-01
4.240000000000001990e+00,2.100000000000000533e+00,1.064702479653013671e-02,5.141728366999137601e-01,4.751801385035559488e-01
4.280000000000002025e+00,2.100000000000000533e+00,1.191341628240497573e-02,5.329903067764217850e-01,4.550962769411731612e-01
4.320000000000002061e+00,2.100000000000000533e+00,1.332904845711972187e-02,5.517359343943353256e-01,4.349350171485448779e-01
4.360000000000002096e+00,2.100000000000000533e+00,1.491030535872540225e-02,5.703214469654768193e-01,4.147682476757977299e-01
2.000000000000000000e+00,2.140000000000000568e+00,7.560988801875987201e-05,4.622126856573296333e-02,9.537031215462482558e-01
2.040000000000000036e+00,2.140000000000000568e+00,7.928884716272516047e-05,4.752129345515099940e-02,9.523994176976863235e-01
2.080000000000000071e+00,2.140000000000000568e+00,8.323866891688408735e-05,4.888613656291935367e-02,9.510306247681638014e-01
2.120000000000000107e+00,2.140000000000000568e+00,8.748352549647108790e-05,5.031959901177236044e-02,9.495929174627311120e-01
2.160000000000000142e+00,2.140000000000000568e+00,9.205007668384017371e-05,5.182572828216194111e-02,9.480822216411542991e-01
2.200000000000000178e+00,2.140000000000000568e+00,9.696775501476593954e-05,5.340883444431721722e-02,9.464941978006680134e-01
2.240000000000000213e+00,2.140000000000000568e+00,1.022690864883085460e-04,5.507350731472718253e-02,9.448242235987844850e-01
2.280000000000000249e+00,2.140000000000000568e+00,1.079900515083322685e-04,5.682463455240257394e-02,9.430673753960889805e-01
2.320000000000000284e+00,2.140000000000000568e+00,1.141704914151818755e-04,5.866742070152528715e-02,9.412184088070595367e-01
2.360000000000000320e+00,2.140000000000000568e+00,1.208545667079361310e-04,6.060740717602794425e-02,9.392717382572641771e-01
2.400000000000000355e+00,2.140000000000000568e+00,1.280912739036740920e-04,6.265049316781853839e-02,9.372214155582777595e-01
2.440000000000000391e+00,2.140000000000000568e+00,1.359350289446088409e-04,6.480295744330756558e-02,9.350611075277479589e-01
2.480000000000000426e+00,2.140000000000000568e+00,1.444463261628457069e-04,6.707148097204505832e-02,9.327840727017920885e-01
2.520000000000000462e+00,2.140000000000000568e+00,1.536924830638822215e-04,6.946317030602065790e-02,9.303831372109154785e-01
2.560000000000000497e+00,2.140000000000000568e+00,1.637484826139167036e-04,7.198558159781975885e-02,9.278506699195663288e-01
2.600000000000000533e+00,2.140000000000000568e+00,1.746979263349719160e-04,7.464674510959851128e-02,9.251785569640665896e-01
2.640000000000000568e+00,2.140000000000000568e+00,1.866341133504722941e-04,7.745519002189421576e-02,9.223581758647554363e-01
2.680000000000000604e+00,2.140000000000000568e+00,1.996612626095433621e-04,8.041996930070963168e-02,9.193803694366807777e-01
2.720000000000000639e+00,2.140000000000000568e+00,2.138958978806212237e-04,8.355068432212552076e-02,9.162354197799937872e-01
2.760000000000000675e+00,2.140000000000000568e+00,2.294684177762896702e-04,8.685750888488839860e-02,9.129130226973352080e-01
2.800000000000000711e+00,2.140000000000000568e+00,2.465248760861512428e-04,9.035121216195010629e-02,9.094022629619636922e-01
2.840000000000000746e+00,2.140000000000000568e+00,2.652290010897705988e-04,9.404318005077724751e-02,9.056915909481331184e-01
2.880000000000000782e+00,2.140000000000000568e+00,2.857644863356516925e-04,9.794543427845878170e-02,9.017688012352055305e-01
2.920000000000000817e+00,2.140000000000000568e+00,3.083375896443005617e-04,1.020706485003855107e-01,8.976210139099701779e-01
2.960000000000000853e+00,2.140000000000000568e+00,3.331800818632663064e-04,1.064321604999795834e-01,8.932346594181570509e-01
3.000000000000000888e+00,2.140000000000000568e+00,3.605525922081133177e-04,1.110439794513447126e-01,8.885954679564471714e-01
3.040000000000000924e+00,2.140000000000000568e+00,3.907484029014857813e-04,1.159207870470365803e-01,8.836884645500620028e-01
3.080000000000000959e+00,2.140000000000000568e+00,4.240977523038582222e-04,1.210779311202891673e-01,8.784979711274069070e-01
3.120000000000000995e+00,2.140000000000000568e+00,4.609727128383281640e-04,1.265314102067568169e-01,8.730076170804047520e-01
3.160000000000001030e+00,2.140000000000000568e+00,5.017927177617016732e-04,1.322978472980324283e-01,8.672003599842058597e-01
3.200000000000001066e+00,2.140000000000000568e+00,5.470308192253409921e-04,1.383944508421692809e-01,8.610585183386053609e-01
3.240000000000001101e+00,2.140000000000000568e+00,5.972207690843323296e-04,1.448389608512325455e-01,8.545638183796830933e-01
3.280000000000001137e+00,2.140000000000000568e+00,6.529650235129855380e-04,1.516495777906328168e-01,8.476974571858543195e-01
3.320000000000001172e+00,2.140000000000000568e+00,7.149437826022962293e-04,1.588448717602043703e-01,8.404401844571933733e-01
3.360000000000001208e+00,2.140000000000000568e+00,7.839251866535244372e-04,1.664436693459840355e-01,8.327724054673624199e-01
3.400000000000001243e+00,2.140000000000000568e+00,8.607768017088170088e-04,1.744649154407403036e-01,8.246743077575509062e-01
3.440000000000001279e+00,2.140000000000000568e+00,9.464785378038718033e-04,1.829275073199967405e-01,8.161260141421994296e-01
3.480000000000001315e+00,2.140000000000000568e+00,1.042137154278272287e-03,1.918500983412403382e-01,8.071077645044814064e-01
3.520000000000001350e+00,2.140000000000000568e+00,1.149002516986875715e-03,2.012508688327261652e-01,7.976001286502868437e-01
3.560000000000001386e+00,2.140000000000000568e+00,1.268485782137246864e-03,2.111472620825054214e-01,7.875842521353573211e-01
3.600000000000001421e+00,2.140000000000000568e+00,1.402179690424997481e-03,2.215556838568926712e-01,7.770421364526823860e-01
3.640000000000001457e+00,2.140000000000000568e+00,1.551881162832494413e-03,2.324911645987696174e-01,7.659569542383978247e-01
3.680000000000001492e+00,2.140000000000000568e+00,1.719616395587631212e-03,2.439669844052879399e-01,7.543133991991244347e-01
3.720000000000001528e+00,2.140000000000000568e+00,1.907668656075601566e-03,2.559942620809863012e-01,7.420980692629380870e-01
3.760000000000001563e+00,2.140000000000000568e+00,2.118608983753045294e-03,2.685815110156890562e-01,7.292998800005578985e-01
3.800000000000001599e+00,2.140000000000000568e+00,2.355330000227159101e-03,2.817341663422040510e-01,7.159105036575688086e-01
3.840000000000001634e+00,2.140000000000000568e+00,2.621083030664156724e-03,2.954540897632969565e-01,7.019248272060388816e-01
3.880000000000001670e+00,2.140000000000000568e+00,2.919518734773320599e-03,3.097390605535287889e-01,6.873414207116979036e-01
3.920000000000001705e+00,2.140000000000000568e+00,3.254731440136101467e-03,3.245822634643174553e-01,6.721630050955464952e-01
3.960000000000001741e+00,2.140000000000000568e+00,3.631307364128515819e-03,3.399717864844702397e-01,6.563969061514012271e-01
4.000000000000001776e+00,2.140000000000000568e+00,4.054376903729057895e-03,3.558901434966472710e-01,6.400554795996237223e-01
4.040000000000001812e+00,2.140000000000000568e+00,4.529671165711761024e-03,3.723138386575583492e-01,6.231564901767299158e-01
4.080000000000001847e+00,2.140000000000000568e+00,5.063582903510414554e-03,3.892129906291452168e-01,6.057234264673443391e-01
