sepal length (cm),petal width (cm),setosa,versicolor,virginica
4.359999999999999432e+00,2.060000000000000497e+00,3.559393152927366297e-04,1.048821540817651693e-01,8.947619066029421919e-01
4.419999999999999041e+00,2.060000000000000497e+00,3.596231803845038248e-04,1.055610847967036886e-01,8.940792920229116980e-01
4.479999999999998650e+00,2.060000000000000497e+00,3.633657422909551443e-04,1.062478194955161076e-01,8.933888147621928955e-01
4.539999999999998259e+00,2.060000000000000497e+00,3.671680886493069898e-04,1.069424565960855750e-01,8.926903753152650722e-01
4.599999999999997868e+00,2.060000000000000497e+00,3.710313292276285770e-04,1.076450957080420795e-01,8.919838729627302953e-01
4.659999999999997478e+00,2.060000000000000497e+00,3.749565963926005264e-04,1.083558376417368824e-01,8.912692057618704089e-01
4.719999999999997087e+00,2.060000000000000497e+00,3.789450455868859351e-04,1.090747844170319863e-01,8.905462705373810017e-01
4.779999999999996696e+00,2.060000000000000497e+00,3.829978558162901690e-04,1.098020392718923738e-01,8.898149628722913373e-01
4.839999999999996305e+00,2.060000000000000497e+00,3.871162301468666911e-04,1.105377066707650957e-01,8.890751770990880098e-01
4.899999999999995914e+00,2.060000000000000497e+00,3.913013962121605059e-04,1.112818923127337489e-01,8.883268062910539831e-01
4.959999999999995524e+00,2.060000000000000497e+00,3.955546067307360745e-04,1.120347031394319931e-01,8.875697422538372239e-01
5.019999999999995133e+00,2.060000000000000497e+00,3.998771400341829055e-04,1.127962473427002454e-01,8.868038755172654719e-01
5.079999999999994742e+00,2.060000000000000497e+00,4.042703006057630773e-04,1.135666343719719112e-01,8.860290953274222447e-01
5.139999999999994351e+00,2.060000000000000497e+00,4.087354196298828395e-04,1.143459749413704707e-01,8.852452896389997328e-01
5.199999999999993960e+00,2.060000000000000497e+00,4.132738555525447967e-04,1.151343810365018233e-01,8.844523451079456811e-01
5.259999999999993570e+00,2.060000000000000497e+00,4.178869946529904680e-04,1.159319659209249870e-01,8.836501470844220218e-01
5.319999999999993179e+00,2.060000000000000497e+00,4.225762516266732475e-04,1.167388441422810147e-01,8.828385796060922441e-01
5.379999999999992788e+00,2.060000000000000497e+00,4.273430701797659203e-04,1.175551315380636147e-01,8.820175253917567071e-01
5.439999999999992397e+00,2.060000000000000497e+00,4.321889236353621119e-04,1.183809452410110735e-01,8.811868658353536610e-01
5.499999999999992006e+00,2.060000000000000497e+00,4.371153155515557697e-04,1.192164036840999836e-01,8.803464810003484020e-01
5.559999999999991616e+00,2.060000000000000497e+00,4.421237803515843984e-04,1.200616266051203751e-01,8.794962496145281028e-01
5.619999999999991225e+00,2.060000000000000497e+00,4.472158839661861040e-04,1.209167350508108113e-01,8.786360490652229682e-01
5.679999999999990834e+00,2.060000000000000497e+00,4.523932244883764457e-04,1.217818513805313946e-01,8.777657553949802516e-01
5.739999999999990443e+00,2.060000000000000497e+00,4.576574328407970985e-04,1.226570992694533679e-01,8.768852432977057854e-01
5.799999999999990052e+00,2.060000000000000497e+00,4.630101734558230288e-04,1.235426037112413999e-01,8.759943861153027811e-01
5.859999999999989662e+00,2.060000000000000497e+00,4.684531449685966115e-04,1.244384910202040728e-01,8.750930558348273269e-01
5.919999999999989271e+00,2.060000000000000497e+00,4.739880809231594521e-04,1.253448888328898003e-01,8.741811230861871174e-01
5.979999999999988880e+00,2.060000000000000497e+00,4.796167504918425915e-04,1.262619261091010581e-01,8.732584571404071738e-01
6.039999999999988489e+00,2.060000000000000497e+00,4.853409592081088411e-04,1.271897331323026681e-01,8.723249259084892016e-01
6.099999999999988098e+00,2.060000000000000497e+00,4.911625497129775688e-04,1.281284415093965623e-01,8.713803959408904509e-01
6.159999999999987708e+00,2.060000000000000497e+00,4.970834025152230272e-04,1.290781841698356025e-01,8.704247324276492837e-01
6.219999999999987317e+00,2.060000000000000497e+00,5.031054367654859763e-04,1.300390953640484792e-01,8.694577991991860877e-01
6.279999999999986926e+00,2.060000000000000497e+00,5.092306110444692023e-04,1.310113106611476286e-01,8.684794587278079625e-01
6.339999999999986535e+00,2.060000000000000497e+00,5.154609241653664410e-04,1.319949669458894970e-01,8.674895721299451523e-01
6.399999999999986144e+00,2.060000000000000497e+00,5.217984159906623480e-04,1.329902024148565953e-01,8.664879991691527561e-01
6.459999999999985754e+00,2.060000000000000497e+00,5.282451682634714020e-04,1.339971565718317548e-01,8.654745982599048038e-01
6.519999999999985363e+00,2.060000000000000497e+00,5.348033054535290430e-04,1.350159702223309444e-01,8.644492264722155594e-01
6.579999999999984972e+00,2.060000000000000497e+00,5.414749956179953959e-04,1.360467854672629817e-01,8.634117395371189163e-01
6.639999999999984581e+00,2.060000000000000497e+00,5.482624512771894351e-04,1.370897456956828575e-01,8.623619918530399664e-01
6.699999999999984190e+00,2.060000000000000497e+00,5.551679303053749098e-04,1.381449955766031190e-01,8.612998364930916084e-01
6.759999999999983800e+00,2.060000000000000497e+00,5.621937368367244505e-04,1.392126810498300893e-01,8.602251252133330528e-01
6.819999999999983409e+00,2.060000000000000497e+00,5.693422221865759121e-04,1.402929493157883956e-01,8.591377084620249738e-01
6.879999999999983018e+00,2.060000000000000497e+00,5.766157857880638976e-04,1.413859488242961426e-01,8.580374353899158368e-01
6.939999999999982627e+00,2.060000000000000497e+00,5.840168761442588417e-04,1.424918292622557592e-01,8.569241538616000353e-01
6.999999999999982236e+00,2.060000000000000497e+00,5.915479917958706840e-04,1.436107415402206045e-01,8.557977104679835856e-01
7.059999999999981846e+00,2.060000000000000497e+00,5.992116823046161195e-04,1.447428377777991160e-01,8.546579505398963494e-01
7.119999999999981455e+00,2.060000000000000497e+00,6.070105492523092741e-04,1.458882712878574184e-01,8.535047181628903079e-01
7.179999999999981064e+00,2.060000000000000497e+00,6.149472472557462790e-04,1.470471965594790653e-01,8.523378561932651865e-01
7.239999999999980673e+00,2.060000000000000497e+00,6.230244849974323146e-04,1.482197692396424182e-01,8.511572062753601786e-01
7.299999999999980282e+00,2.060000000000000497e+00,6.312450262721813754e-04,1.494061461135717528e-01,8.499626088601561769e-01
7.359999999999979892e+00,2.060000000000000497e+00,6.396116910496411206e-04,1.506064850837229574e-01,8.487539032252273685e-01
7.419999999999979501e+00,2.060000000000000497e+00,6.481273565527275252e-04,1.518209451473568616e-01,8.475309274960903805e-01
7.479999999999979110e+00,2.060000000000000497e+00,6.567949583520081439e-04,1.530496863726602264e-01,8.462935186689878320e-01
7.539999999999978719e+00,2.060000000000000497e+00,6.656174914759856349e-04,1.542928698733667670e-01,8.450415126351571438e-01
7.599999999999978328e+00,2.060000000000000497e+00,6.745980115373076706e-04,1.555506577818367986e-01,8.437747442066259040e-01
7.659999999999977938e+00,2.060000000000000497e+00,6.837396358748053325e-04,1.568232132205457374e-01,8.424930471435794210e-01
7.719999999999977547e+00,2.060000000000000497e+00,6.930455447113586902e-04,1.581107002719399635e-01,8.411962541833486462e-01
7.779999999999977156e+00,2.060000000000000497e+00,7.025189823274935030e-04,1.594132839466105012e-01,8.398841970710619886e-01
7.839999999999976765e+00,2.060000000000000497e+00,7.121632582506212238e-04,1.607311301497375555e-01,8.385567065920117580e-01
4.299999999999999822e+00,2.100000000000000533e+00,2.973085003161282961e-04,9.484291685864015831e-02,9.048597746410437237e-01
4.359999999999999432e+00,2.100000000000000533e+00,3.001910975046389652e-04,9.542123289225860894e-02,9.042785760102366455e-01
4.419999999999999041e+00,2.100000000000000533e+00,3.031183157991546289e-04,9.600612518108736504e-02,9.036907565031135903e-01
4.479999999999998650e+00,2.100000000000000533e+00,3.060909656786827619e-04,9.659767728605964110e-02,9.030962317482615909e-01
4.539999999999998259e+00,2.100000000000000533e+00,3.091098739798982839e-04,9.719597383471786922e-02,9.024949162913022960e-01
4.599999999999997868e+00,2.100000000000000533e+00,3.121758842454710461e-04,9.780110053174410900e-02,9.018867235840104524e-01
4.659999999999997478e+00,2.100000000000000533e+00,3.152898570798059541e-04,9.841314416944420274e-02,9.012715659734760187e-01
4.719999999999997087e+00,2.100000000000000533e+00,3.184526705123418770e-04,9.903219263817622520e-02,9.006493546913114656e-01
4.779999999999996696e+00,2.100000000000000533e+00,3.216652203685518071e-04,9.965833493671705234e-02,9.000199998429143644e-01
4.839999999999996305e+00,2.100000000000000533e+00,3.249284206487943242e-04,1.002916611825565019e-01,8.993834103967947025e-01
4.899999999999995914e+00,2.100000000000000533e+00,3.282432039151667426e-04,1.009322626221105662e-01,8.987394941739742515e-01
4.959999999999995524e+00,2.100000000000000533e+00,3.316105216865082605e-04,1.015802316408459666e-01,8.980881578374675378e-01
5.019999999999995133e+00,2.100000000000000533e+00,3.350313448417104826e-04,1.022356617733033990e-01,8.974293068818549601e-01
5.079999999999994742e+00,2.100000000000000533e+00,3.385066640314899787e-04,1.028986477130126864e-01,8.967628456229557177e-01
5.139999999999994351e+00,2.100000000000000533e+00,3.420374900987752076e-04,1.035692853222865556e-01,8.960886771876146462e-01
5.199999999999993960e+00,2.100000000000000533e+00,3.456248545078745033e-04,1.042476716418832272e-01,8.954067035036088473e-01
5.259999999999993570e+00,2.100000000000000533e+00,3.492698097825780489e-04,1.049339049005274527e-01,8.947168252896899876e-01
5.319999999999993179e+00,2.100000000000000533e+00,3.529734299533591265e-04,1.056280845242760918e-01,8.940189420457705927e-01
5.379999999999992788e+00,2.100000000000000533e+00,3.567368110138393320e-04,1.063303111457178513e-01,8.933129520432683268e-01
5.439999999999992397e+00,2.100000000000000533e+00,3.605610713866816875e-04,1.070406866129936796e-01,8.925987523156195813e-01
5.499999999999992006e+00,2.100000000000000533e+00,3.644473523990734661e-04,1.077593139986247339e-01,8.918762386489761385e-01
5.559999999999991616e+00,2.100000000000000533e+00,3.683968187679752954e-04,1.084862976081342051e-01,8.911453055730977901e-01
5.619999999999991225e+00,2.100000000000000533e+00,3.724106590952964003e-04,1.092217429884490554e-01,8.904058463524556766e-01
5.679999999999990834e+00,2.100000000000000533e+00,3.764900863731761305e-04,1.099657569360670134e-01,8.896577529775598903e-01
5.739999999999990443e+00,2.100000000000000533e+00,3.806363384995263750e-04,1.107184475049731026e-01,8.889009161565273320e-01
5.799999999999990052e+00,2.100000000000000533e+00,3.848506788040272596e-04,1.114799240142912568e-01,8.881352253069046965e-01
5.859999999999989662e+00,2.100000000000000533e+00,3.891343965847377786e-04,1.122502970556533003e-01,8.873605685477620186e-01
5.919999999999989271e+00,2.100000000000000533e+00,3.934888076554890349e-04,1.130296785002693760e-01,8.865768326920751008e-01
5.979999999999988880e+00,2.100000000000000533e+00,3.979152549042487379e-04,1.138181815056819590e-01,8.857839032394139167e-01
6.039999999999988489e+00,2.100000000000000533e+00,4.024151088626252287e-04,1.146159205221865957e-01,8.849816643689506490e-01
6.099999999999988098e+00,2.100000000000000533e+00,4.069897682866733916e-04,1.154230112988983703e-01,8.841699989328150044e-01
6.159999999999987708e+00,2.100000000000000533e+00,4.116406607492073652e-04,1.162395708894487373e-01,8.833487884498019138e-01
6.219999999999987317e+00,2.100000000000000533e+00,4.163692432437608379e-04,1.170657176572880015e-01,8.825179130994682541e-01
6.279999999999986926e+00,2.100000000000000533e+00,4.211770028003959925e-04,1.179015712805782934e-01,8.816772517166212575e-01
6.339999999999986535e+00,2.100000000000000533e+00,4.260654571135233512e-04,1.187472527566522246e-01,8.808266817862342446e-01
6.399999999999986144e+00,2.100000000000000533e+00,4.310361551819067512e-04,1.196028844060160190e-01,8.799660794388020069e-01
6.459999999999985754e+00,2.100000000000000533e+00,4.360906779610353818e-04,1.204685898758777601e-01,8.790953194461611497e-01
6.519999999999985363e+00,2.100000000000000533e+00,4.412306390280226385e-04,1.213444941431723045e-01,8.782142752177996003e-01
6.579999999999984972e+00,2.100000000000000533e+00,4.464576852592175727e-04,1.222307235170649736e-01,8.773228187976758186e-01
6.639999999999984581e+00,2.100000000000000533e+00,4.517734975206830032e-04,1.231274056409053241e-01,8.764208208615739126e-01
6.699999999999984190e+00,2.100000000000000533e+00,4.571797913717278545e-04,1.240346694936074051e-01,8.755081507150208608e-01
6.759999999999983800e+00,2.100000000000000533e+00,4.626783177816347781e-04,1.249526453904312995e-01,8.745846762917871553e-01
6.819999999999983409e+00,2.100000000000000533e+00,4.682708638597847181e-04,1.258814649831381804e-01,8.736502641530019542e-01
6.879999999999983018e+00,2.100000000000000533e+00,4.739592535992910149e-04,1.268212612594918076e-01,8.727047794869088326e-01
6.939999999999982627e+00,2.100000000000000533e+00,4.797453486343504015e-04,1.277721685420792341e-01,8.717480861092863353e-01
6.999999999999982236e+00,2.100000000000000533e+00,4.856310490114396409e-04,1.287343224864206381e-01,8.707800464645679694e-01
7.059999999999981846e+00,2.100000000000000533e+00,4.916182939745139839e-04,1.297078600783401758e-01,8.698005216276853968e-01
7.119999999999981455e+00,2.100000000000000533e+00,4.977090627643614585e-04,1.306929196305656182e-01,8.688093713066700197e-01
7.179999999999981064e+00,2.100000000000000533e+00,5.039053754322632070e-04,1.316896407785280165e-01,8.678064538460397159e-01
7.239999999999980673e+00,2.100000000000000533e+00,5.102092936680828732e-04,1.326981644753269240e-01,8.667916262310050302e-01
7.299999999999980282e+00,2.100000000000000533e+00,5.166229216429487009e-04,1.337186329858312817e-01,8.657647440925259064e-01
7.359999999999979892e+00,2.100000000000000533e+00,5.231484068666209875e-04,1.347511898798798846e-01,8.647256617132536016e-01
7.419999999999979501e+00,2.100000000000000533e+00,5.297879410597206972e-04,1.357959800245491788e-01,8.636742320343910873e-01
7.479999999999979110e+00,2.100000000000000533e+00,5.365437610408866709e-04,1.368531495754527760e-01,8.626103066635063543e-01
7.539999999999978719e+00,2.100000000000000533e+00,5.434181496290107268e-04,1.379228459670358842e-01,8.615337358833350390e-01
7.599999999999978328e+00,2.100000000000000533e+00,5.504134365606429182e-04,1.390052179018304579e-01,8.604443686616087827e-01
7.659999999999977938e+00,2.100000000000000533e+00,5.575319994226659356e-04,1.401004153386308515e-01,8.593420526619465205e-01
7.719999999999977547e+00,2.100000000000000533e+00,5.647762646003362313e-04,1.412085894795551688e-01,8.582266342558444450e-01
7.779999999999977156e+00,2.100000000000000533e+00,5.721487082407598467e-04,1.423298927559497051e-01,8.570979585358093900e-01
7.839999999999976765e+00,2.100000000000000533e+00,5.796518572318946644e-04,1.434644788131006488e-01,8.559558693296674958e-01
4.299999999999999822e+00,2.140000000000000568e+00,2.534166582258894984e-04,8.675652343595149918e-02,9.129900599058226041e-01
4.359999999999999432e+00,2.140000000000000568e+00,2.557259020319655558e-04,8.725586038963105417e-02,9.124884137083371094e-01
4.419999999999999041e+00,2.140000000000000568e+00,2.580699258953420981e-04,8.776080761172953826e-02,9.119811224623751711e-01
4.479999999999998650e+00,2.140000000000000568e+00,2.604493488180745762e-04,8.827143647333308973e-02,9.114681141778487872e-01
4.539999999999998259e+00,2.140000000000000568e+00,2.628648021611062254e-04,8.878781928602555440e-02,9.109493159118133843e-01
4.599999999999997868e+00,2.140000000000000568e+00,2.653169299077397106e-04,8.931002931257214783e-02,9.104246537575201303e-01
4.659999999999997478e+00,2.140000000000000568e+00,2.678063889328228414e-04,8.983814077763117856e-02,9.098940528334359401e-01
4.719999999999997087e+00,2.140000000000000568e+00,2.703338492777774865e-04,9.037222887848812836e-02,9.093574372722340593e-01
4.779999999999996696e+00,2.140000000000000568e+00,2.728999944315814636e-04,9.091236979580924471e-02,9.088147302097591140e-01
4.839999999999996305e+00,2.140000000000000568e+00,2.755055216178378436e-04,9.145864070440776206e-02,9.082658537739742854e-01
4.899999999999995914e+00,2.140000000000000568e+00,2.781511420880452418e-04,9.201111978401882441e-02,9.077107290738931633e-01
4.959999999999995524e+00,2.140000000000000568e+00,2.808375814212002832e-04,9.256988623007729455e-02,9.071492761885014966e-01
5.019999999999995133e+00,2.140000000000000568e+00,2.835655798298600152e-04,9.313502026449188564e-02,9.065814141556782779e-01
5.079999999999994742e+00,2.140000000000000568e+00,2.863358924727906862e-04,9.370660314641089672e-02,9.060070609611163839e-01
5.139999999999994351e+00,2.140000000000000568e+00,2.891492897743438897e-04,9.428471718297271043e-02,9.054261335272529854e-01
5.199999999999993960e+00,2.140000000000000568e+00,2.920065577506817766e-04,9.486944574003396136e-02,9.048385477022153900e-01
5.259999999999993570e+00,2.140000000000000568e+00,2.949084983430008472e-04,9.546087325286885250e-02,9.042442182487880897e-01
5.319999999999993179e+00,2.140000000000000568e+00,2.978559297578769441e-04,9.605908523683294453e-02,9.036430588334092295e-01
5.379999999999992788e+00,2.140000000000000568e+00,3.008496868148900685e-04,9.666416829798325783e-02,9.030349820152017148e-01
5.439999999999992397e+00,2.140000000000000568e+00,3.038906213016511512e-04,9.727621014364606911e-02,9.024198992350521698e-01
5.499999999999992006e+00,2.140000000000000568e+00,3.069796023363918400e-04,9.789529959292689321e-02,9.017977208047367466e-01
5.559999999999991616e+00,2.140000000000000568e+00,3.101175167382498447e-04,9.852152658715046529e-02,9.011683558961112173e-01
5.619999999999991225e+00,2.140000000000000568e+00,3.133052694054098150e-04,9.915498220022539444e-02,9.005317125303692327e-01
5.679999999999990834e+00,2.140000000000000568e+00,3.165437837012339216e-04,9.979575864892080428e-02,8.998876975673780754e-01
5.739999999999990443e+00,2.140000000000000568e+00,3.198340018485518166e-04,1.004439493030486047e-01,8.992362166951028968e-01
5.799999999999990052e+00,2.140000000000000568e+00,3.231768853322430609e-04,1.010996486955387519e-01,8.985771744191289878e-01
5.859999999999989662e+00,2.140000000000000568e+00,3.265734153102889045e-04,1.017629525323984901e-01,8.979104740522911854e-01
5.919999999999989271e+00,2.140000000000000568e+00,3.300245930334258569e-04,1.024339577025442094e-01,8.972360177044222951e-01
5.979999999999988880e+00,2.140000000000000568e+00,3.335314402735824321e-04,1.031127622874948302e-01,8.965537062722316319e-01
6.039999999999988489e+00,2.140000000000000568e+00,3.370949997612381196e-04,1.037994655709144898e-01,8.958634394293241154e-01
6.099999999999988098e+00,2.140000000000000568e+00,3.407163356318862924e-04,1.044941680479936214e-01,8.951651156163744627e-01
6.159999999999987708e+00,2.140000000000000568e+00,3.443965338817412932e-04,1.051969714346536189e-01,8.944586320314646954e-01
6.219999999999987317e+00,2.140000000000000568e+00,3.481367028328769420e-04,1.059079786765647485e-01,8.937438846206023912e-01
6.279999999999986926e+00,2.140000000000000568e+00,3.519379736079413130e-04,1.066272939579609585e-01,8.930207680684311145e-01
6.339999999999986535e+00,2.140000000000000568e+00,3.558015006146325837e-04,1.073550227102400140e-01,8.922891757891453501e-01
6.399999999999986144e+00,2.140000000000000568e+00,3.597284620400869313e-04,1.080912716203320106e-01,8.915489999176278157e-01
6.459999999999985754e+00,2.140000000000000568e+00,3.637200603553621949e-04,1.088361486388233074e-01,8.908001313008212518e-01
6.519999999999985363e+00,2.140000000000000568e+00,3.677775228301803125e-04,1.095897629878183066e-01,8.900424594893514563e-01
6.579999999999984972e+00,2.140000000000000568e+00,3.719021020580904040e-04,1.103522251685245398e-01,8.892758727294173271e-01
6.639999999999984581e+00,2.140000000000000568e+00,3.760950764922495562e-04,1.111236469685431411e-01,8.885002579549645674e-01
6.699999999999984190e+00,2.140000000000000568e+00,3.803577509919637699e-04,1.119041414688479175e-01,8.877155007801601494e-01
6.759999999999983800e+00,2.140000000000000568e+00,3.846914573801818449e-04,1.126938230504349742e-01,8.869214854921848579e-01
6.819999999999983409e+00,2.140000000000000568e+00,3.890975550121070518e-04,1.134928074006244236e-01,8.861180950443635629e-01
6.879999999999983018e+00,2.140000000000000568e+00,3.935774313551012584e-04,1.143012115189950828e-01,8.853052110496498761e-01
6.939999999999982627e+00,2.140000000000000568e+00,3.981325025800568789e-04,1.151191537229323547e-01,8.844827137744876167e-01
6.999999999999982236e+00,2.140000000000000568e+00,4.027642141644065406e-04,1.159467536527687415e-01,8.836504821330667392e-01
7.059999999999981846e+00,2.140000000000000568e+00,4.074740415069449712e-04,1.167841322764968243e-01,8.828083936819961508e-01
7.119999999999981455e+00,2.140000000000000568e+00,4.122634905546346804e-04,1.176314118940313819e-01,8.819563246154139557e-01
7.179999999999981064e+00,2.140000000000000568e+00,4.171340984415731383e-04,1.184887161410006773e-01,8.810941497605577766e-01
7.239999999999980673e+00,2.140000000000000568e+00,4.220874341402796877e-04,1.193561699920415026e-01,8.802217425738182444e-01
7.299999999999980282e+00,2.140000000000000568e+00,4.271250991254874280e-04,1.202338997635758050e-01,8.793389751372986396e-01
7.359999999999979892e+00,2.140000000000000568e+00,4.322487280505927804e-04,1.211220331160441505e-01,8.784457181559053307e-01
7.419999999999979501e+00,2.140000000000000568e+00,4.374599894369489992e-04,1.220206990555705029e-01,8.775418409549924359e-01
7.479999999999979110e+00,2.140000000000000568e+00,4.427605863761478289e-04,1.229300279350331732e-01,8.766272114785907954e-01
7.539999999999978719e+00,2.140000000000000568e+00,4.481522572454676588e-04,1.238501514545148757e-01,8.757016962882396838e-01
7.599999999999978328e+00,2.140000000000000568e+00,4.536367764366434322e-04,1.247812026611046510e-01,8.747651605624587878e-01
7.659999999999977938e+00,2.140000000000000568e+00,4.592159550981169823e-04,1.257233159480234397e-01,8.738174680968784358e-01
7.719999999999977547e+00,2.140000000000000568e+00,4.648916418909267959e-04,1.266766270530463590e-01,8.728584813050627167e-01
7.779999999999977156e+00,2.140000000000000568e+00,4.706657237583783101e-04,1.276412730561877484e-01,8.718880612200538005e-01
7.839999999999976765e+00,2.140000000000000568e+00,4.765401267096591102e-04,1.286173923766243121e-01,8.709060674966659921e-01
4.299999999999999822e+00,2.180000000000000604e+00,2.181117274882900942e-04,7.975963416202773437e-02,9.200222541104839946e-01
4.359999999999999432e+00,2.180000000000000604e+00,2.199758816091885050e-04,8.019182934711063804e-02,9.195881947712802873e-01
4.419999999999999041e+00,2.180000000000000604e+00,2.218673344584882979e-04,8.062881383138845170e-02,9.191493188341529619e-01
4.479999999999998650e+00,2.180000000000000604e+00,2.237865612600931585e-04,8.107064833651551894e-02,9.187055651022244529e-01
4.539999999999998259e+00,2.180000000000000604e+00,2.257340465979137099e-04,8.151739440062455433e-02,9.182568715527774650e-01
4.599999999999997868e+00,2.180000000000000604e+00,2.277102846147029808e-04,8.196911438845785880e-02,9.178031753269274562e-01
4.659999999999997478e+00,2.180000000000000604e+00,2.297157792152676871e-04,8.242587150156692466e-02,9.173444127192177389e-01
4.719999999999997087e+00,2.180000000000000604e+00,2.317510442741337680e-04,8.288772978857800178e-02,9.168805191671477450e-01
4.779999999999996696e+00,2.180000000000000604e+00,2.338166038477712365e-04,8.335475415552059952e-02,9.164114292406316808e-01
4.839999999999996305e+00,2.180000000000000604e+00,2.359129923914745665e-04,8.382701037621771711e-02,9.159370766313907897e-01
4.899999999999995914e+00,2.180000000000000604e+00,2.380407549809916961e-04,8.430456510273350024e-02,9.154573941422854411e-01
4.959999999999995524e+00,2.180000000000000604e+00,2.402004475390139156e-04,8.478748587587706109e-02,9.149723136765838261e-01
5.019999999999995133e+00,2.180000000000000604e+00,2.423926370666142712e-04,8.527584113575711888e-02,9.144817662271763625e-01
5.079999999999994742e+00,2.180000000000000604e+00,2.446179018797614438e-04,8.576970023238748853e-02,9.139856818657328130e-01
5.139999999999994351e+00,2.180000000000000604e+00,2.468768318509891187e-04,8.626913343633621500e-02,9.134839897318128843e-01
5.199999999999993960e+00,2.180000000000000604e+00,2.491700286563517611e-04,8.677421194941783988e-02,9.129766180219257565e-01
5.259999999999993570e+00,2.180000000000000604e+00,2.514981060277655706e-04,8.728500791542313786e-02,9.124634939785489784e-01
5.319999999999993179e+00,2.180000000000000604e+00,2.538616900108527910e-04,8.780159443088281224e-02,9.119445438791062841e-01
5.379999999999992788e+00,2.180000000000000604e+00,2.562614192283982307e-04,8.832404555586144401e-02,9.114196930249101047e-01
5.439999999999992397e+00,2.180000000000000604e+00,2.586979451495388270e-04,8.885243632477586584e-02,9.108888657300745484e-01
5.499999999999992006e+00,2.180000000000000604e+00,2.611719323648045948e-04,8.938684275723481065e-02,9.103519853104002912e-01
5.559999999999991616e+00,2.180000000000000604e+00,2.636840588671287601e-04,8.992734186889356218e-02,9.098089740722393737e-01
5.619999999999991225e+00,2.180000000000000604e+00,2.662350163389507829e-04,9.047401168231918034e-02,9.092597533013417888e-01
5.679999999999990834e+00,2.180000000000000604e+00,2.688255104455373893e-04,9.102693123786137486e-02,9.087042432516931889e-01
5.739999999999990443e+00,2.180000000000000604e+00,2.714562611346415773e-04,9.158618060452060339e-02,9.081423631343447100e-01
5.799999999999990052e+00,2.180000000000000604e+00,2.741280029426438518e-04,9.215184089081181196e-02,9.075740311062454602e-01
5.859999999999989662e+00,2.180000000000000604e+00,2.768414853072826429e-04,9.272399425561343722e-02,9.069991642590792269e-01
5.919999999999989271e+00,2.180000000000000604e+00,2.795974728871263482e-04,9.330272391899716022e-02,9.064176786081157289e-01
5.979999999999988880e+00,2.180000000000000604e+00,2.823967458879111936e-04,9.388811417303147278e-02,9.058294890810805189e-01
6.039999999999988489e+00,2.180000000000000604e+00,2.852401003958818476e-04,9.448025039255153468e-02,9.052345095070526426e-01
6.099999999999988098e+00,2.180000000000000604e+00,2.881283487182744341e-04,9.507921904588710615e-02,9.046326526053947159e-01
6.159999999999987708e+00,2.180000000000000604e+00,2.910623197310819687e-04,9.568510770554314315e-02,9.040238299747256345e-01
6.219999999999987317e+00,2.180000000000000604e+00,2.940428592342414840e-04,9.629800505882106509e-02,9.034079520819446874e-01
6.279999999999986926e+00,2.180000000000000604e+00,2.970708303143910003e-04,9.691800091837650399e-02,9.027849282513090712e-01
6.339999999999986535e+00,2.180000000000000604e+00,3.001471137153358787e-04,9.754518623270108657e-02,9.021546666535835701e-01
6.399999999999986144e+00,2.180000000000000604e+00,3.032726082163792716e-04,9.817965309652122718e-02,9.015170742952623995e-01
6.459999999999985754e+00,2.180000000000000604e+00,3.064482310186571298e-04,9.882149476110296815e-02,9.008720570078784240e-01
6.519999999999985363e+00,2.180000000000000604e+00,3.096749181396392034e-04,9.947080564445449913e-02,9.002195194374059684e-01
6.579999999999984972e+00,2.180000000000000604e+00,3.129536248159359526e-04,1.001276813414131855e-01,8.995593650337708747e-01
6.639999999999984581e+00,2.180000000000000604e+00,3.162853259145816977e-04,1.007922186336100284e-01,8.988914960404754684e-01
6.699999999999984190e+00,2.180000000000000604e+00,3.196710163529318085e-04,1.014645154992965120e-01,8.982158134843505337e-01
6.759999999999983800e+00,2.180000000000000604e+00,3.231117115273473531e-04,1.021446711230248605e-01,8.975322171654477321e-01
6.819999999999983409e+00,2.180000000000000604e+00,3.266084477508180719e-04,1.028327859051684084e-01,8.968406056470806798e-01
6.879999999999983018e+00,2.180000000000000604e+00,3.301622826996841384e-04,1.035289614712696787e-01,8.961408762460306709e-01
6.939999999999982627e+00,2.180000000000000604e+00,3.337742958696234040e-04,1.042333006812027341e-01,8.954329250229277060e-01
6.999999999999982236e+00,2.180000000000000604e+00,3.374455890410623651e-04,1.049459076381368955e-01,8.947166467728220329e-01
7.059999999999981846e+00,2.180000000000000604e+00,3.411772867541818855e-04,1.056668876972884502e-01,8.939919350159574174e-01
7.119999999999981455e+00,2.180000000000000604e+00,3.449705367936702766e-04,1.063963474744422238e-01,8.932586819887640139e-01
7.179999999999981064e+00,2.180000000000000604e+00,3.488265106834121678e-04,1.071343948542334140e-01,8.925167786350832744e-01
7.239999999999980673e+00,2.180000000000000604e+00,3.527464041912558505e-04,1.078811389981694097e-01,8.917661145976394366e-01
7.299999999999980282e+00,2.180000000000000604e+00,3.567314378440504551e-04,1.086366903523775934e-01,8.910065782097784659e-01
7.359999999999979892e+00,2.180000000000000604e+00,3.607828574531043173e-04,1.094011606550621962e-01,8.902380564874847746e-01
7.419999999999979501e+00,2.180000000000000604e+00,3.649019346502469494e-04,1.101746629436522740e-01,8.894604351216973681e-01
