sepal length (cm),sepal width (cm),setosa,versicolor,virginica
4.839999999999996305e+00,3.760000000000001563e+00,9.860699552708654947e-01,1.208016272713986414e-02,1.849882001994545763e-03
4.899999999999995914e+00,3.760000000000001563e+00,9.839939486519609924e-01,1.380748453949750404e-02,2.198566808541523986e-03
4.959999999999995524e+00,3.760000000000001563e+00,9.815169095626519180e-01,1.585451620542758372e-02,2.628574231920336509e-03
5.019999999999995133e+00,3.760000000000001563e+00,9.785516807271096296e-01,1.828716933030577127e-02,3.161149942584493347e-03
5.079999999999994742e+00,3.760000000000001563e+00,9.749913848663747107e-01,2.118521087098582806e-02,3.823404262639418325e-03
5.139999999999994351e+00,3.760000000000001563e+00,9.707052602285066722e-01,2.464482695589329669e-02,4.649912815599982485e-03
5.199999999999993960e+00,3.760000000000001563e+00,9.655339122715071998e-01,2.878139032344748799e-02,5.684697405045176059e-03
5.259999999999993570e+00,3.760000000000001563e+00,9.592841045933923061e-01,3.373226433443321515e-02,6.983631072174416310e-03
5.319999999999993179e+00,3.760000000000001563e+00,9.517233787697497727e-01,3.965934050837844477e-02,8.617280721871756546e-03
5.379999999999992788e+00,3.760000000000001563e+00,9.425750510963705198e-01,4.675081004658591943e-02,1.067413885704361805e-02
5.439999999999992397e+00,3.760000000000001563e+00,9.315145093160939194e-01,5.522140387675365109e-02,1.326408680715240873e-02
5.499999999999992006e+00,3.760000000000001563e+00,9.181682368804237049e-01,6.531000588656329930e-02,1.652175723301313459e-02
5.559999999999991616e+00,3.760000000000001563e+00,9.021176036049697311e-01,7.727318741870374541e-02,2.060920897632638818e-02
5.619999999999991225e+00,3.760000000000001563e+00,8.829100846033732797e-01,9.137292181257736234e-02,2.571699358404933022e-02
5.679999999999990834e+00,3.760000000000001563e+00,8.600809872282836333e-01,1.078566945886652167e-01,3.206231818305133041e-02
5.739999999999990443e+00,3.760000000000001563e+00,8.331885972035562027e-01,1.269287048661240369e-01,3.988269793031962163e-02
5.799999999999990052e+00,3.760000000000001563e+00,8.018643658666663177e-01,1.487121955390975081e-01,4.942343859423603547e-02
5.859999999999989662e+00,3.760000000000001563e+00,7.658768068819011843e-01,1.732054166759552372e-01,6.091777644214357162e-02
5.919999999999989271e+00,3.760000000000001563e+00,7.252029544187054144e-01,2.002372349465396384e-01,7.455981063475476678e-02
5.979999999999988880e+00,3.760000000000001563e+00,6.800952421944937987e-01,2.294321767716599181e-01,9.047258103384625549e-02
6.039999999999988489e+00,3.760000000000001563e+00,6.311265154617931028e-01,2.601970887590646653e-01,1.086763957791422180e-01
6.099999999999988098e+00,3.760000000000001563e+00,5.791947339022978092e-01,2.917404753428647357e-01,1.290647907548375106e-01
6.159999999999987708e+00,3.760000000000001563e+00,5.254746453125949124e-01,3.231294652003854351e-01,1.513958894870196525e-01
6.219999999999987317e+00,3.760000000000001563e+00,4.713166258331534797e-01,3.533790165639063563e-01,1.753043576029402473e-01
6.279999999999986926e+00,3.760000000000001563e+00,4.181091127353316339e-01,3.815570337863988248e-01,2.003338534782696245e-01
6.339999999999986535e+00,3.760000000000001563e+00,3.671335609303569281e-01,4.068826579908303431e-01,2.259837810788127843e-01
6.399999999999986144e+00,3.760000000000001563e+00,3.194433853000337997e-01,4.287966325912341836e-01,2.517599821087319611e-01
6.459999999999985754e+00,3.760000000000001563e+00,2.757896300921636179e-01,4.469917298772678182e-01,2.772186400305685638e-01
6.519999999999985363e+00,3.760000000000001563e+00,2.366007056787564899e-01,4.614033372444655279e-01,3.019959570767779544e-01
6.579999999999984972e+00,3.760000000000001563e+00,2.020086766573913617e-01,4.721701253649486785e-01,3.258211979776597933e-01
6.639999999999984581e+00,3.760000000000001563e+00,1.719056995084663475e-01,4.795791253114317088e-01,3.485151751801018882e-01
6.699999999999984190e+00,3.760000000000001563e+00,1.460126138770936055e-01,4.840086080330285312e-01,3.699787780898778355e-01
6.759999999999983800e+00,3.760000000000001563e+00,1.239453463296000674e-01,4.858780668185834206e-01,3.901765868518163871e-01
6.819999999999983409e+00,3.760000000000001563e+00,1.052705103364145467e-01,4.856098370717085166e-01,4.091196525918768812e-01
6.879999999999983018e+00,3.760000000000001563e+00,8.954687947660258662e-02,4.836030781418466096e-01,4.268500423815507205e-01
6.939999999999982627e+00,3.760000000000001563e+00,7.635308430508627731e-02,4.802185473345558786e-01,4.434283683603578718e-01
6.999999999999982236e+00,3.760000000000001563e+00,6.530381829309213348e-02,4.757716487742720268e-01,4.589245329326358536e-01
7.059999999999981846e+00,3.760000000000001563e+00,5.605745624213061967e-02,4.705311872855561517e-01,4.734113564723131384e-01
7.119999999999981455e+00,3.760000000000001563e+00,4.831782502642021498e-02,4.647216584350394308e-01,4.869605165385403334e-01
7.179999999999981064e+00,3.760000000000001563e+00,4.183235391865671587e-02,4.585274495685039420e-01,4.996401965128393630e-01
7.239999999999980673e+00,3.760000000000001563e+00,3.638824362416376301e-02,4.520978407757669237e-01,5.115139156000693132e-01
7.299999999999980282e+00,3.760000000000001563e+00,3.180776815618668873e-02,4.455521079861016198e-01,5.226401238577116359e-01
7.359999999999979892e+00,3.760000000000001563e+00,2.794341188948019222e-02,4.389843303933460006e-01,5.330722577171738141e-01
7.419999999999979501e+00,3.760000000000001563e+00,2.467324766216595633e-02,4.324677059433097992e-01,5.428590463945242028e-01
7.479999999999979110e+00,3.760000000000001563e+00,2.189676221411561430e-02,4.260583049203640060e-01,5.520449328655204768e-01
7.539999999999978719e+00,3.760000000000001563e+00,1.953120888955225259e-02,4.197982651259581366e-01,5.606705259844896316e-01
7.599999999999978328e+00,3.760000000000001563e+00,1.750849268987846388e-02,4.137184707883333479e-01,5.687730365217882333e-01
7.659999999999977938e+00,3.760000000000001563e+00,1.577255219526208993e-02,4.078407743407411745e-01,5.763866734639966349e-01
7.719999999999977547e+00,3.760000000000001563e+00,1.427718398401109368e-02,4.021798245269981309e-01,5.835429914889909142e-01
7.779999999999977156e+00,3.760000000000001563e+00,1.298424928988656420e-02,3.967445617372849509e-01,5.902711889728284866e-01
7.839999999999976765e+00,3.760000000000001563e+00,1.186220404284971455e-02,3.915394356168237500e-01,5.965983603403265390e-01
4.299999999999999822e+00,3.800000000000001599e+00,9.953969024253068731e-01,4.140026110139426001e-03,4.630714645536556468e-04
4.359999999999999432e+00,3.800000000000001599e+00,9.949507623749587193e-01,4.528924877436528093e-03,5.203127476046238119e-04
4.419999999999999041e+00,3.800000000000001599e+00,9.944376988414511676e-01,4.974619090498864048e-03,5.876820680499285007e-04
4.479999999999998650e+00,3.800000000000001599e+00,9.938454784954703358e-01,5.487179769581262447e-03,6.673417349484315466e-04
4.539999999999998259e+00,3.800000000000001599e+00,9.931593055715235430e-01,6.078713093952214409e-03,7.619813345240835723e-04
4.599999999999997868e+00,3.800000000000001599e+00,9.923612339476766131e-01,6.763806912963065202e-03,8.749591393603002327e-04
4.659999999999997478e+00,3.800000000000001599e+00,9.914294375745876797e-01,7.560078513014362352e-03,1.010483912397850802e-03
4.719999999999997087e+00,3.800000000000001599e+00,9.903373053771117318e-01,8.488845649790729975e-03,1.173848973097714942e-03
4.779999999999996696e+00,3.800000000000001599e+00,9.890523196075328149e-01,9.575946595635915701e-03,1.371733796831148787e-03
4.839999999999996305e+00,3.800000000000001599e+00,9.875346687320862848e-01,1.085273859620439901e-02,1.612592671709416319e-03
4.899999999999995914e+00,3.800000000000001599e+00,9.857355377734535740e-01,1.235730708083782221e-02,1.907155145708789657e-03
4.959999999999995524e+00,3.800000000000001599e+00,9.835950116196617854e-01,1.413591918959452437e-02,2.269069190743786945e-03
5.019999999999995133e+00,3.800000000000001599e+00,9.810395219954136659e-01,1.624475295349416329e-02,2.715725051092127921e-03
5.079999999999994742e+00,3.800000000000001599e+00,9.779787697518609324e-01,1.875192507850491005e-02,3.269305169634299357e-03
5.139999999999994351e+00,3.800000000000001599e+00,9.743020660465869787e-01,2.173982159404632547e-02,3.958112359366583108e-03
5.199999999999993960e+00,3.800000000000001599e+00,9.698740669388922209e-01,2.530770055374383445e-02,4.818232507364041822e-03
5.259999999999993570e+00,3.800000000000001599e+00,9.645299379533327500e-01,2.957447601459578870e-02,5.895586032071436187e-03
5.319999999999993179e+00,3.800000000000001599e+00,9.580700952405452053e-01,3.468149651016801116e-02,7.248408249286786113e-03
5.379999999999992788e+00,3.800000000000001599e+00,9.502548503153814830e-01,4.079498590746268027e-02,8.950163777155691058e-03
5.439999999999992397e+00,3.800000000000001599e+00,9.407995618757589718e-01,4.810760681268951705e-02,1.109283131155151987e-02
5.499999999999992006e+00,3.800000000000001599e+00,9.293712947563232962e-01,5.683832926749613629e-02,1.379037597618057789e-02
5.559999999999991616e+00,3.800000000000001599e+00,9.155885111548339728e-01,6.722944989579250630e-02,1.718203894937348972e-02
5.619999999999991225e+00,3.800000000000001599e+00,8.990259408847441902e-01,7.953925391436482417e-02,2.143480520089090235e-02
5.679999999999990834e+00,3.800000000000001599e+00,8.792273832576931181e-01,9.402855106907133387e-02,2.674406567323551337e-02
5.739999999999990443e+00,3.800000000000001599e+00,8.557295408236189616e-01,1.109393417618110833e-01,3.333111741456980248e-02
5.799999999999990052e+00,3.800000000000001599e+00,8.280996645337890261e-01,1.304644730830250010e-01,4.143586238318593823e-02
5.859999999999989662e+00,3.800000000000001599e+00,7.959882510048311710e-01,1.527086642331229038e-01,5.130308476204584189e-02
5.919999999999989271e+00,3.800000000000001599e+00,7.591947609524087870e-01,1.776439423579541654e-01,6.316129668963707533e-02
5.979999999999988880e+00,3.800000000000001599e+00,7.177392365359493986e-01,2.050661548897775854e-01,7.719460857427286327e-02
6.039999999999988489e+00,3.800000000000001599e+00,6.719266763596368763e-01,2.345628933658533977e-01,9.351043027450967049e-02
6.099999999999988098e+00,3.800000000000001599e+00,6.223863331202615923e-01,2.655051024612383737e-01,1.121085644184999230e-01
6.159999999999987708e+00,3.800000000000001599e+00,5.700679596428311902e-01,2.970727339831942260e-01,1.328593063739744173e-01
6.219999999999987317e+00,3.800000000000001599e+00,5.161840529912986586e-01,3.283178526716601375e-01,1.554980943370412039e-01
6.279999999999986926e+00,3.800000000000001599e+00,4.621009976934871144e-01,3.582578508442444964e-01,1.796411514622684169e-01
6.339999999999986535e+00,3.800000000000001599e+00,4.091981116190041567e-01,3.859809258048016445e-01,2.048209625761941433e-01
6.399999999999986144e+00,3.800000000000001599e+00,3.587247295847275641e-01,4.107407935874737293e-01,2.305344768277987899e-01
6.459999999999985754e+00,3.800000000000001599e+00,3.116859887936936357e-01,4.320206837448452575e-01,2.562933274614610513e-01
6.519999999999985363e+00,3.800000000000001599e+00,2.687776886236344920e-01,4.495566223311421861e-01,2.816656890452233775e-01
6.579999999999984972e+00,3.800000000000001599e+00,2.303748052805782154e-01,4.633220550912836022e-01,3.063031396281381546e-01
6.639999999999984581e+00,3.800000000000001599e+00,1.965641420045572685e-01,4.734848795269194777e-01,3.299509784685233371e-01
6.699999999999984190e+00,3.800000000000001599e+00,1.672039800429901135e-01,4.803513618399829488e-01,3.524446581170268544e-01
6.759999999999983800e+00,3.800000000000001599e+00,1.419930944278054996e-01,4.843097662767805178e-01,3.736971392954139271e-01
6.819999999999983409e+00,3.800000000000001599e+00,1.205357174111232471e-01,4.857821657814833660e-01,3.936821168073934007e-01
6.879999999999983018e+00,3.800000000000001599e+00,1.023948162432054693e-01,4.851882236618597077e-01,4.124169600949347814e-01
6.939999999999982627e+00,3.800000000000001599e+00,8.713111210276765217e-02,4.829211752430354054e-01,4.299477126541968452e-01
6.999999999999982236e+00,3.800000000000001599e+00,7.432862935854005204e-02,4.793341992778687444e-01,4.463371713635912452e-01
7.059999999999981846e+00,3.800000000000001599e+00,6.360923847830093902e-02,4.747346075243425445e-01,4.616561539973565442e-01
7.119999999999981455e+00,3.800000000000001599e+00,5.463910570123120536e-02,4.693833325995415140e-01,4.759775616992272806e-01
7.179999999999981064e+00,3.800000000000001599e+00,4.712971491277564290e-02,4.634976360619582070e-01,4.893726490252661154e-01
7.239999999999980673e+00,3.800000000000001599e+00,4.083558781567383361e-02,4.572555051723047326e-01,5.019089070120215101e-01
7.299999999999980282e+00,3.800000000000001599e+00,3.555024510925297587e-02,4.508007060004374789e-01,5.136490488903096008e-01
7.359999999999979892e+00,3.800000000000001599e+00,3.110144430930061182e-02,4.442478539767870660e-01,5.246507017139122597e-01
7.419999999999979501e+00,3.800000000000001599e+00,2.734633854442276510e-02,4.376871445945760275e-01,5.349665168610012733e-01
7.479999999999979110e+00,3.800000000000001599e+00,2.416692231928531387e-02,4.311885739407256835e-01,5.446445037399890721e-01
7.539999999999978719e+00,3.800000000000001599e+00,2.146594476823803985e-02,4.248055945564185309e-01,5.537284606753434257e-01
7.599999999999978328e+00,3.800000000000001599e+00,1.916335470609046784e-02,4.185782185477702200e-01,5.622584267461393503e-01
7.659999999999977938e+00,3.800000000000001599e+00,1.719327380624034382e-02,4.125356140611169398e-01,5.702711121326428101e-01
7.719999999999977547e+00,3.800000000000001599e+00,1.550145808153340250e-02,4.066982555790475962e-01,5.778002863394190447e-01
7.779999999999977156e+00,3.800000000000001599e+00,1.404319164794906941e-02,4.010796913373960160e-01,5.848771170146548348e-01
7.839999999999976765e+00,3.800000000000001599e+00,1.278155241071685620e-02,3.956879878667496908e-01,5.915304597225334859e-01
4.299999999999999822e+00,3.840000000000001634e+00,9.957243491281946302e-01,3.853354698788392842e-03,4.222961730169921281e-04
4.359999999999999432e+00,3.840000000000001634e+00,9.953257596929833140e-01,4.201691594052244481e-03,4.725487129644344417e-04
4.419999999999999041e+00,3.840000000000001634e+00,9.948687453236996214e-01,4.599782648442529015e-03,5.314720278579053913e-04
4.479999999999998650e+00,3.840000000000001634e+00,9.943428248360589583e-01,5.056295754643279003e-03,6.008794092979339967e-04
4.539999999999998259e+00,3.840000000000001634e+00,9.937353528896104571e-01,5.581628102521453069e-03,6.830190078680484309e-04
4.599999999999997868e+00,3.840000000000001634e+00,9.930310279899804415e-01,6.188282998391988685e-03,7.806890116274114826e-04
4.659999999999997478e+00,3.840000000000001634e+00,9.922112821495899793e-01,6.891332359306725011e-03,8.973854911032080146e-04
4.719999999999997087e+00,3.840000000000001634e+00,9.912535235488654228e-01,7.708983935109194052e-03,1.037492516025375960e-03
4.779999999999996696e+00,3.840000000000001634e+00,9.901301971787905831e-01,8.663275872270892464e-03,1.206526948938447651e-03
4.839999999999996305e+00,3.840000000000001634e+00,9.888076211641330104e-01,9.780924974815533718e-03,1.411453861051447170e-03
4.899999999999995914e+00,3.840000000000001634e+00,9.872445484948862982e-01,1.109435857991891705e-02,1.661092925194673775e-03
4.959999999999995524e+00,3.840000000000001634e+00,9.853903957953644710e-01,1.264296268845028180e-02,1.966641516185133574e-03
5.019999999999995133e+00,3.840000000000001634e+00,9.831830736633436763e-01,1.447457973876391246e-02,2.342346597892386133e-03
5.079999999999994742e+00,3.840000000000001634e+00,9.805463490562119633e-01,1.664728632696579891e-02,2.806364616822042655e-03
5.139999999999994351e+00,3.840000000000001634e+00,9.773866726535790361e-01,1.923147133365033998e-02,3.381856012770597438e-03
5.199999999999993960e+00,3.840000000000001634e+00,9.735894186936797645e-01,2.231221388159444416e-02,4.098367424725654282e-03
5.259999999999993570e+00,3.840000000000001634e+00,9.690145201405248043e-01,2.599192186656264225e-02,4.993557992912541280e-03
5.319999999999993179e+00,3.840000000000001634e+00,9.634915509976602621e-01,3.039312653338783685e-02,6.115322468952004258e-03
5.379999999999992788e+00,3.840000000000001634e+00,9.568144279995068890e-01,3.566122514546619937e-02,7.524346855026843930e-03
5.439999999999992397e+00,3.840000000000001634e+00,9.487360987838717730e-01,4.196680879331989023e-02,9.297092422808397524e-03
5.499999999999992006e+00,3.840000000000001634e+00,9.389638790200929286e-01,4.950699325274474788e-02,1.152912772716231833e-02
5.559999999999991616e+00,3.840000000000001634e+00,9.271565191806864226e-01,5.850488221636167968e-02,1.433859860295184224e-02
5.619999999999991225e+00,3.840000000000001634e+00,9.129246263292518648e-01,6.920594830796768238e-02,1.786942536278037300e-02
5.679999999999990834e+00,3.840000000000001634e+00,8.958366948421198073e-01,8.186977157454344844e-02,2.229353358333693857e-02
5.739999999999990443e+00,3.840000000000001634e+00,8.754335814564367935e-01,9.675534749994595118e-02,2.781107104361731433e-02
5.799999999999990052e+00,3.840000000000001634e+00,8.512545253270046297e-01,1.140982787387010283e-01,3.464719593429420319e-02
5.859999999999989662e+00,3.840000000000001634e+00,8.228773247819511916e-01,1.340789015285035191e-01,4.304377368954512284e-02
5.919999999999989271e+00,3.840000000000001634e+00,7.899734788307293254e-01,1.567821017792224436e-01,5.324441939004814772e-02
5.979999999999988880e+00,3.840000000000001634e+00,7.523755094465252036e-01,1.821524263333700877e-01,6.547206422010469484e-02
6.039999999999988489e+00,3.840000000000001634e+00,7.101483413265808897e-01,2.099518088269223537e-01,7.989984984649665944e-02
6.099999999999988098e+00,3.840000000000001634e+00,6.636506384388960456e-01,2.397307389505778652e-01,9.661862261052601986e-02
6.159999999999987708e+00,3.840000000000001634e+00,6.135678540679212478e-01,2.708251217508043651e-01,1.156070241812744565e-01
6.219999999999987317e+00,3.840000000000001634e+00,5.608997051521459332e-01,3.023883344531878015e-01,1.367119603946662376e-01
6.279999999999986926e+00,3.840000000000001634e+00,5.068930954595357585e-01,3.334602308003958293e-01,1.596466737400683567e-01
6.339999999999986535e+00,3.840000000000001634e+00,4.529261563515385447e-01,3.630638104311410541e-01,1.840100332173203734e-01
6.399999999999986144e+00,3.840000000000001634e+00,4.003648263965677856e-01,3.903103575953786319e-01,2.093248160080535825e-01
6.459999999999985754e+00,3.840000000000001634e+00,3.504229802068990485e-01,4.144899876912696568e-01,2.350870321018313780e-01
6.519999999999985363e+00,3.840000000000001634e+00,3.040556458921690464e-01,4.351289954266492344e-01,2.608153586811818858e-01
6.579999999999984972e+00,3.840000000000001634e+00,2.619031592024134714e-01,4.520060852673846163e-01,2.860907555302018568e-01
6.639999999999984581e+00,3.840000000000001634e+00,2.242881406037519898e-01,4.651313867280054692e-01,3.105804726682424577e-01
6.699999999999984190e+00,3.840000000000001634e+00,1.912539779356430547e-01,4.747002943035960043e-01,3.340457277607608022e-01
6.759999999999983800e+00,3.840000000000001634e+00,1.626271620219415237e-01,4.810366059321360965e-01,3.563362320459224075e-01
6.819999999999983409e+00,3.840000000000001634e+00,1.380863354651574448e-01,4.845371457561458706e-01,3.773765187786967679e-01
6.879999999999983018e+00,3.840000000000001634e+00,1.172256010908133694e-01,4.856255047281081150e-01,3.971488941810784601e-01
6.939999999999982627e+00,3.840000000000001634e+00,9.960541257502870949e-02,4.847179815296584482e-01,4.156766058953128562e-01
6.999999999999982236e+00,3.840000000000001634e+00,8.478917070618302576e-02,4.822015039233902289e-01,4.330093253704266898e-01
7.059999999999981846e+00,3.840000000000001634e+00,7.236670267146122493e-02,4.784215178566217919e-01,4.492117794719170387e-01
7.119999999999981455e+00,3.840000000000001634e+00,6.196723006341078172e-02,4.736772417787289413e-01,4.643555281578603533e-01
7.179999999999981064e+00,3.840000000000001634e+00,5.326472884597669571e-02,4.682218268861773058e-01,4.785134442678459221e-01
7.239999999999980673e+00,3.840000000000001634e+00,4.597826456817705187e-02,4.622654384581864617e-01,4.917562969736364864e-01
7.299999999999980282e+00,3.840000000000001634e+00,3.986932704801102872e-02,4.559798185130410908e-01,5.041508544389479152e-01
7.359999999999979892e+00,3.840000000000001634e+00,3.473761340365427025e-02,4.495033728315150912e-01,5.157590137648307982e-01
7.419999999999979501e+00,3.840000000000001634e+00,3.041622012246661400e-02,4.429461989431589530e-01,5.266375809343744052e-01
7.479999999999979110e+00,3.840000000000001634e+00,2.676683387071216932e-02,4.363947354731235184e-01,5.368384306561643227e-01
7.539999999999978719e+00,3.840000000000001634e+00,2.367524987939164868e-02,4.299158863849630863e-01,5.464088637356452338e-01
7.599999999999978328e+00,3.840000000000001634e+00,2.104737467402110346e-02,4.235605796503277842e-01,5.553920456756511470e-01
7.659999999999977938e+00,3.840000000000001634e+00,1.880576322193048058e-02,4.173667797672049318e-01,5.638274570108645634e-01
7.719999999999977547e+00,3.840000000000001634e+00,1.688667898031200390e-02,4.113620036513530032e-01,5.717513173683348437e-01
7.779999999999977156e+00,3.840000000000001634e+00,1.523763324339383676e-02,4.055654013525624157e-01,5.791969654040438620e-01
7.839999999999976765e+00,3.840000000000001634e+00,1.381534645365238047e-02,3.999894645677433136e-01,5.861951889786044534e-01
4.299999999999999822e+00,3.880000000000001670e+00,9.960178071332596028e-01,3.595820292521920321e-03,3.863725742184353942e-04
4.359999999999999432e+00,3.880000000000001670e+00,9.956608400505121415e-01,3.908536954988541152e-03,4.306229944992903441e-04
4.419999999999999041e+00,3.880000000000001670e+00,9.952527452058507196e-01,4.264936040466908024e-03,4.823187536824912803e-04
4.479999999999998650e+00,3.880000000000001670e+00,9.947845234541383697e-01,4.672491888046388132e-03,5.429846578152945765e-04
4.539999999999998259e+00,3.880000000000001670e+00,9.942453449212697025e-01,5.140150086186074350e-03,6.145049925441174081e-04
4.599999999999997868e+00,3.880000000000001670e+00,9.936221370068918368e-01,5.678645503458743839e-03,6.992174896494961038e-04
4.659999999999997478e+00,3.880000000000001670e+00,9.928990736367651060e-01,6.300892642153089161e-03,8.000337210817865278e-04
4.719999999999997087e+00,3.880000000000001670e+00,9.920569416525919504e-01,7.022464667192824389e-03,9.205936802152121052e-04
4.779999999999996696e+00,3.880000000000001670e+00,9.910723546713140486e-01,7.862180731395843059e-03,1.065464597290062152e-03
4.839999999999996305e+00,3.880000000000001670e+00,9.899167782288419426e-01,8.842824817363575257e-03,1.240396953794401045e-03
4.899999999999995914e+00,3.880000000000001670e+00,9.885553226126800874e-01,9.992023046573313833e-03,1.452654340746451292e-03
4.959999999999995524e+00,3.880000000000001670e+00,9.869452517603876096e-01,1.134330986562847275e-02,1.711438373983949950e-03
5.019999999999995133e+00,3.880000000000001670e+00,9.850341485992727408e-01,1.293741597960682173e-02,2.028435421120465629e-03
5.079999999999994742e+00,3.880000000000001670e+00,9.827576704839836585e-01,1.482381112370650782e-02,2.418518392309758607e-03
5.139999999999994351e+00,3.880000000000001670e+00,9.800368251973902156e-01,1.706253073321745140e-02,2.900644069392418860e-03
5.199999999999993960e+00,3.880000000000001670e+00,9.767747020931094593e-01,1.972630414066977797e-02,3.498993766220803107e-03
5.259999999999993570e+00,3.880000000000001670e+00,9.728526104349828341e-01,2.290297835966634971e-02,4.244411205350898629e-03
5.319999999999993179e+00,3.880000000000001670e+00,9.681256171301881874e-01,2.669818896580406983e-02,5.176193904007734929e-03
5.379999999999992788e+00,3.880000000000001670e+00,9.624175524611076060e-01,3.123815867802771928e-02,6.344288860864580153e-03
5.439999999999992397e+00,3.880000000000001670e+00,9.555156838358829230e-01,3.667239303179427312e-02,7.811923132322718885e-03
5.499999999999992006e+00,3.880000000000001670e+00,9.471654677087532059e-01,4.317587751921447836e-02,9.658654772032284480e-03
5.559999999999991616e+00,3.880000000000001670e+00,9.370661046510069259e-01,5.095014991435226764e-02,1.198374543464082037e-02
5.619999999999991225e+00,3.880000000000001670e+00,9.248680624723329968e-01,6.022232222456783135e-02,1.490961530309923427e-02
5.679999999999990834e+00,3.880000000000001670e+00,9.101742952467988257e-01,7.124077809724260746e-02,1.858492665595851134e-02
5.739999999999990443e+00,3.880000000000001670e+00,8.925475176380043285e-01,8.426593640593735279e-02,2.318654595605816604e-02
5.799999999999990052e+00,3.880000000000001670e+00,8.715264430301485898e-01,9.955428403754297551e-02,2.891927293230840343e-02
5.859999999999989662e+00,3.880000000000001670e+00,8.466540639915599575e-01,1.173340689361804939e-01,3.601186707225948608e-02
5.919999999999989271e+00,3.880000000000001670e+00,8.175203797783835435e-01,1.377719241946765982e-01,4.470769602693980271e-02
5.979999999999988880e+00,3.880000000000001670e+00,7.838198933325941642e-01,1.609315873078056014e-01,5.524851935960015115e-02
6.039999999999988489e+00,3.880000000000001670e+00,7.454202893066579350e-01,1.867289093214787865e-01,6.785080137186326465e-02
6.099999999999988098e+00,3.880000000000001670e+00,7.024331509182651923e-01,2.148911190634893720e-01,8.267573001824535250e-02
6.159999999999987708e+00,3.880000000000001670e+00,6.552717123407436617e-01,2.449316006150955571e-01,9.979668704416087832e-02
6.219999999999987317e+00,3.880000000000001670e+00,6.046771503932142355e-01,2.761522771656804154e-01,1.191705724411054323e-01
6.279999999999986926e+00,3.880000000000001670e+00,5.516970343075388028e-01,3.076821054358603313e-01,1.406208602566008103e-01
6.339999999999986535e+00,3.880000000000001670e+00,4.976091220321598452e-01,3.385516783484968650e-01,1.638391996193434008e-01
6.399999999999986144e+00,3.880000000000001670e+00,4.437989660396080560e-01,3.677927548113219536e-01,1.884082791490700459e-01
6.459999999999985754e+00,3.880000000000001670e+00,3.916149710852619981e-01,3.945423620884185301e-01,2.138426668263193886e-01
6.519999999999985363e+00,3.880000000000001670e+00,3.422324481135634588e-01,4.181286292324148945e-01,2.396389226540217021e-01
6.579999999999984972e+00,3.880000000000001670e+00,2.965547726491958302e-01,4.381212778699097865e-01,2.653239494808942722e-01
6.639999999999984581e+00,3.880000000000001670e+00,2.551668546035945617e-01,4.543409473109527030e-01,2.904921980854526242e-01
6.699999999999984190e+00,3.880000000000001670e+00,2.183402093468451710e-01,4.668329846859409771e-01,3.148268059672139074e-01
6.759999999999983800e+00,3.880000000000001670e+00,1.860767301944277197e-01,4.758185342335254919e-01,3.381047355720467884e-01
6.819999999999983409e+00,3.880000000000001670e+00,1.581731973937019475e-01,4.816372576906094993e-01,3.601895449156886087e-01
6.879999999999983018e+00,3.880000000000001670e+00,1.342899989135359629e-01,4.846931678823308554e-01,3.810168332041330985e-01
6.939999999999982627e+00,3.880000000000001670e+00,1.140125983764248979e-01,4.854103796208216748e-01,4.005770220027535244e-01
6.999999999999982236e+00,3.880000000000001670e+00,9.689999427245839236e-02,4.842011940661269942e-01,4.188988116614146828e-01
7.059999999999981846e+00,3.880000000000001670e+00,8.251893633070377099e-02,4.814458940117482544e-01,4.360351696575479052e-01
7.119999999999981455e+00,3.880000000000001670e+00,7.046541628240421407e-02,4.774820704229655877e-01,4.520525132946301983e-01
7.179999999999981064e+00,3.880000000000001670e+00,6.037614848033275028e-02,4.726008675920186919e-01,4.670229839276485717e-01
7.239999999999980673e+00,3.880000000000001670e+00,5.193291654885451997e-02,4.670477571318345511e-01,4.810193263193108248e-01
7.299999999999980282e+00,3.880000000000001670e+00,4.486228100550048586e-02,4.610259505978339667e-01,4.941117683966655405e-01
7.359999999999979892e+00,3.880000000000001670e+00,3.893257028705950779e-02,4.547011004958222968e-01,5.063663292171182162e-01
7.419999999999979501e+00,3.880000000000001670e+00,3.394951309524694288e-02,4.482064046637069255e-01,5.178440822410461664e-01
7.479999999999979110e+00,3.880000000000001670e+00,2.975140139364049197e-02,4.416475827972328738e-01,5.286010158091266620e-01
7.539999999999978719e+00,3.880000000000001670e+00,2.620432240019844941e-02,4.351074405185000882e-01,5.386882370813015353e-01
7.599999999999978328e+00,3.880000000000001670e+00,2.319775385465801948e-02,4.286498964150777247e-01,5.481523497302642767e-01
7.659999999999977938e+00,3.880000000000001670e+00,2.064065746525154191e-02,4.223234442758825868e-01,5.570358982588659025e-01
7.719999999999977547e+00,3.880000000000001670e+00,1.845810766937866151e-02,4.161640765930539332e-01,5.653778157375672908e-01
7.779999999999977156e+00,3.880000000000001670e+00,1.658843718473256706e-02,4.101977217493522621e-01,5.732138410659151084e-01
7.839999999999976765e+00,3.880000000000001670e+00,1.498085249095341964e-02,4.044422570472208101e-01,5.805768904618258119e-01
4.299999999999999822e+00,3.920000000000001705e+00,9.962814301562619157e-01,3.363940426404425817e-03,3.546294173335882288e-04
